Electricity demand for heat (kWh),,,,,,,,,,,,,
"Notes: Data gives all electricity demand for space and hot water heating by LSOA, including new builds and district heating",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,,,,
,E01030530,1531386.824,1475851.15,1442959.893,1402021.04,1510487.521,3143248.424,1379600.313,2776850.929,Mole Valley,Surrey,Coast to Capital,SPN
,E01030531,3259109.564,3139776.856,3082035.091,3029664.703,3205320.236,5811935.793,3019254.095,5164337.068,Mole Valley,Surrey,Coast to Capital,SPN
,E01030532,1659475.053,1402823.944,1353318.318,1385883.339,1371101.454,2351895.429,1226558.065,1997081.463,Mole Valley,Surrey,Coast to Capital,SPN
,E01030533,431136.5399,622874.3661,578848.3021,428710.5403,633858.0346,2626865.548,839793.0296,2086321.995,Mole Valley,Surrey,Coast to Capital,SPN
,E01030534,2855158.429,2387147.38,2336316.951,2457303.295,2357441.861,2953665.875,2048627.059,2483445.251,Mole Valley,Surrey,Coast to Capital,SPN
,E01030535,2240280.978,2028371.29,1971057.267,1962105.959,2032492.615,3531263.769,1849668.055,3037468.907,Mole Valley,Surrey,Coast to Capital,SPN
,E01030536,1253557.432,1309656.855,1253925.593,1161369.076,1315083.669,3051189.371,1418307.444,2603833.124,Mole Valley,Surrey,Coast to Capital,SPN
,E01030537,2433739.735,2269379.93,2216276.108,2251437.065,2208907.923,3515501.39,2474824.607,2926932.906,Mole Valley,Surrey,Coast to Capital,SPN
,E01030538,2015914.837,2527170.394,2501352.01,2488358.428,2591279.862,4246630.138,3607570.536,4320657.969,Mole Valley,Surrey,Coast to Capital,SPN
,E01030539,798077.0071,964505.6604,911742.6674,706842.2031,1051238.542,3905873.888,989328.7563,3458616.791,Mole Valley,Surrey,Coast to Capital,SPN
,E01030540,356753.6344,770496.801,709327.9939,396549.4332,884651.7896,4694888.165,1049597.366,4079298.786,Mole Valley,Surrey,Coast to Capital,SPN
,E01030541,197008.7076,472927.8039,432937.1245,235740.5262,544456.0078,3068189.637,647094.3004,2636061.378,Mole Valley,Surrey,Coast to Capital,SPN
,E01030542,110985.6643,352647.0765,314615.4255,133781.356,382320.7536,2446139.715,514268.9598,1973256.057,Mole Valley,Surrey,Coast to Capital,SPN
,E01030543,734088.9828,913235.1638,864346.0493,739897.4957,920175.1776,3074454.276,1156051.561,2566001.502,Mole Valley,Surrey,Coast to Capital,SPN
,E01030544,2238319.106,2158310.475,2120251.719,2116220.975,2153361.257,3550324.78,2145827.568,3139137.028,Mole Valley,Surrey,Coast to Capital,SPN
,E01030545,695992.2075,760664.1989,711441.1198,604575.4855,774729.6216,2418985.609,819992.9281,2013617.723,Mole Valley,Surrey,Coast to Capital,SPN
,E01030546,518320.9805,674139.1277,627902.5795,493298.7846,673575.5775,2402760.911,798571.2134,1914248.918,Mole Valley,Surrey,Coast to Capital,SPN
,E01030547,1992626.18,1615010.896,1575217.599,1633364.053,1632988.695,2415837.494,1307312.047,2180203.546,Mole Valley,Surrey,Coast to Capital,SPN
,E01030548,2020070.579,2018046.577,1960978.667,1926725.433,1884354.761,3305251.667,2377841.383,2603514.067,Mole Valley,Surrey,Coast to Capital,SPN
,E01030549,1964204.571,1809844.833,1751181.809,1743493.264,1712624.54,3113955.746,1916134.223,2380174.76,Mole Valley,Surrey,Coast to Capital,SPN
,E01030550,5052094.847,4009195.03,3940101.103,4201790.481,3916549.046,3762543.324,2979938.512,3241762.793,Mole Valley,Surrey,Coast to Capital,SPN
,E01030551,2277131.159,1837848.444,1786005.124,1877533.558,1847549.926,2601732.629,1479288.656,2273851.17,Mole Valley,Surrey,Coast to Capital,SPN
,E01030552,2227444.953,2391481.754,2366552.538,2458125.024,2670995.612,4553647.336,3921370.753,4863301.154,Mole Valley,Surrey,Coast to Capital,SPN
,E01030553,2138389.307,1986541.473,1927197.354,1867924.73,2012349.249,4660741.371,1750448.663,3782006.476,Mole Valley,Surrey,Coast to Capital,SPN
,E01030554,659640.0103,861875.35,829756.4719,666599.9947,891109.2458,3075060.885,947907.1149,2478916.955,Mole Valley,Surrey,Coast to Capital,SPN
,E01030555,2203852.42,2195401.396,2166858.138,2216094.894,2145050.845,2991581.952,2358569.882,2777523.739,Mole Valley,Surrey,Coast to Capital,SPN
,E01030556,1922383.05,1866466.591,1816255.391,1780182.132,1859807.731,3596567.921,1884149.32,3043982.011,Mole Valley,Surrey,Coast to Capital,SPN
,E01030557,3721084.925,3433888.607,3389793.449,3527285.86,3373367.48,4198944.274,3400506.503,3868399.728,Mole Valley,Surrey,Coast to Capital,SPN
,E01030558,1774550.442,1836710.391,1769558.096,1656053.787,1796850.712,3920343.864,1902400.875,3295904.919,Mole Valley,Surrey,Coast to Capital,SPN
,E01030559,362257.0761,481064.4332,447656.5238,340736.5406,475555.3672,1756860.367,625421.7358,1413871.542,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030560,3745398.432,3262090.767,3209748.415,3346895.579,3084946.262,2912142.825,2695464.441,2395812.725,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030561,670213.758,765026.9273,725645.6142,629132.0263,753436.399,2020000.829,848878.416,1657697.521,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030562,408186.1377,531842.7292,487040.397,368629.3279,514244.8117,1793078.177,593345.9324,1428491.357,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030563,24997.30552,220087.4142,191143.2281,55041.27341,211885.3526,1483841.33,393964.7786,1152941.549,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030564,158151.6805,490240.956,471641.0439,495098.519,580708.3742,1876139.704,1463286.157,1936546.305,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030565,779382.1399,840626.2305,801343.029,711860.1578,831951.4506,2163749.754,848992.5454,1760184.386,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030566,286388.6099,470887.9263,431859.6149,279784.6421,447589.2025,2030819.736,523046.149,1521157.446,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030567,1702659.693,1620620.468,1571409.784,1534838.156,1584118.622,2766646.934,1279534.065,2394092.265,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030568,633958.609,723137.8337,685097.3624,567153.1528,715601.6283,2198027.698,743886.1993,1757741.62,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030569,1113018.811,1251175.956,1172883.604,1000824.78,1232332.325,3404198.147,1289054.866,2775481.337,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030570,864767.5458,1043996.158,995083.4605,919638.4193,1033053.125,2837238.408,1625617.738,2466619.008,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030571,91614.61911,346514.808,298779.2033,129545.4329,338666.0187,2048136.079,557207.1553,1621372.024,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030572,1506491.255,1559940.703,1502743.943,1486370.77,1560475.276,3314537.618,2153111.161,3003895.381,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030573,1648508.975,1638675.379,1585100.597,1542822.615,1601934.152,3386780.922,2003768.182,2878950.222,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030574,1720415.663,1641438.29,1589335.694,1588351.346,1635619.522,3357629.352,1955480.104,2900746.855,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030575,3232445.585,3407815.3,3353868.066,3525425.298,3490977.258,5453323.44,5195823.866,5804814.868,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030576,2090649.221,1876282.43,1831261.422,1887090.282,1799100.792,2466112.272,1876031.278,2055441.166,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030577,1668031.245,1449200.543,1397303.654,1379186.417,1461369.757,2377472.229,1122585.118,2064079.234,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030578,492514.9842,607976.0615,560252.4823,471219.8635,589052.3538,1935407.188,710929.4772,1541740.412,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030579,2086228.291,1635227.294,1595331.085,1659628.022,1636362.145,2191077.989,1084699.574,1850700.932,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030580,2038347.669,1809906.653,1731282.251,1703948.27,1776452.238,3014261.773,1155768.186,2579609.09,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030581,1704702.95,1620098.279,1562642.682,1509607.432,1610289.051,3048383.56,1448538.201,2616170.188,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030582,1816841.331,1425783.8,1381530.897,1421559.23,1454517.932,1791352.214,848939.3838,1610624.494,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030583,549467.9708,706027.4282,665734.368,538240.2764,712475.9229,2425087.335,876389.3412,2036658.896,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030584,512212.5862,889439.1683,801838.8335,524334.1686,877137.5423,3780765.642,1211719.214,3071802.37,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030585,571326.27,656563.3427,609434.199,501158.2774,655941.6623,2036162.623,678320.4024,1691195.029,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030586,242044.1054,495061.3187,438199.8531,241738.9396,519942.7353,2691683.552,601711.8103,2242320.607,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030587,246724.5271,504376.582,454151.4196,265950.736,530726.7116,2640847.373,650041.8534,2155223.299,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030588,390136.1654,534059.1943,484433.2442,356995.3738,548768.3313,2083937.888,652167.8722,1704311.146,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030589,1265342.983,1359031.6,1312665.557,1137200.991,1345113.324,3356583.459,1188903.616,2632704.23,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030590,986520.0164,1111428.769,1056238.83,900933.2622,1074847.684,3203907.153,1100648.262,2359983.163,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030591,1225471.439,1202210.285,1160324.486,1087965,1182811.919,2593935.401,1070107.16,2006229.714,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030592,2739640.314,2294744.074,2242797.658,2305460.534,2288334.808,3403268.096,1716428.964,2753319.229,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030593,1156643.92,1223071.673,1183084.955,1154483.446,1217166.667,2739700.252,1721057.425,2458614.939,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030594,831679.8827,1104056.096,1050753.814,869193.8479,1198263.279,4248196.391,1665476.056,3839657.702,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030595,581221.4105,854364.6275,808678.2332,667326.9986,887375.7514,3289122.844,1479332.23,2904744.962,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030596,273172.9608,833789.0154,808330.6242,665483.3851,776739.2554,2390602.884,1392751.534,2041405.071,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030597,560148.7958,1017443.025,988674.9525,1018552.298,1083333.596,2838618.467,2444343.139,2971969.062,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030598,2075101.382,1814965.412,1771319.367,1821907.9,1788134.404,2720642.868,1605744.711,2331948.366,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030599,329991.7784,513923.1952,461489.6837,333347.9125,552385.987,2328856.18,765015.5969,2047423.787,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030600,567687.4396,765994.0737,719752.7008,526351.0259,888239.0451,3561337.768,763069.5534,3181065.811,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030601,102023.4786,335884.1013,285432.5027,123068.0473,350848.3486,2134235.076,511719.5822,1756724.69,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030602,1610597.456,1622390.44,1569527.564,1437289.137,1637780.794,3376763.365,1214225.055,2954470.64,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030603,300695.7078,650979.9802,615416.2992,302593.5598,857572.0394,4721312.67,637673.6623,4303061.196,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030604,1485654.104,1313284.912,1264122.364,1202916.953,1322730.621,2766763.553,943613.6762,2247746.268,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030605,518483.0274,662831.1555,623103.9213,506969.3252,642132.069,1969829.045,752643.9373,1610888.61,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030606,135516.7002,491056.5615,443797.1192,168394.2072,609830.3405,3850837.678,613619.0083,3306757.204,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030607,510268.4385,1165725.558,1112329.049,478020.9012,1781158.645,10544296.03,795653.779,9856932.564,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030608,466290.8836,591744.4445,544018.6916,433290.3957,605325.429,2262616.161,687594.672,1822623.498,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030609,103160.883,396363.2349,338463.7545,127813.1006,440034.7258,2767802.088,611259.5303,2351444.534,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030610,1056868.178,1030695.277,991473.2752,940919.8311,1028543.82,2242241.669,954050.3051,1822144.8,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030611,2956801.639,2766290.167,2676726.414,2643357.074,2726893.613,4536032.954,2354385.506,3733393.011,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030612,5162026.817,4226872.893,4148080.76,4410794.224,4234978.819,4680112.996,3286689.238,4208019.426,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030613,2330114.491,2555954.122,2519282.295,2529138.464,2458801.171,3493599.526,2502484.47,2999885.88,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030614,167792.1829,411138.1567,362545.8171,189369.8002,403757.4627,2160095.724,618325.8137,1725819.669,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030615,5841445.848,7068088.478,7068088.478,6479672.387,6371034.883,6807756.516,6237481.115,6276515.245,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030616,893296.9393,1366892.619,1332996.365,1210465.061,1297569.55,2559309.326,1349690.558,2120575.777,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030617,1621650.563,1528804.363,1480793.157,1419752.618,1518658.246,3400025.509,1368070.315,2679154.473,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030618,2395214.692,1942316.626,1890684.481,1950043.625,1955831.504,2575859.119,1372639.237,2254379.782,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030619,1537714.756,1347797.523,1308373.579,1322290.555,1347344.733,1966393.613,1178702.994,1700312.938,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030620,4914267.31,4541454.135,4477911.935,4655065.952,4296506.842,6087667.067,5022550.153,4647547.271,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030621,2064519.807,1846731.641,1805044.677,1856150.861,1845587.575,3236264.497,2092892.155,2903206.881,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030622,918919.0209,1907356.215,1885711.491,1896149.251,1977528.732,3820991.379,3332212.156,3852711.296,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030623,1813134.647,1695407.011,1633489.101,1570255.876,1664228.982,3379621.757,1538031.47,2778461.201,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030624,1462916.794,1741705.603,1712322.68,1781071.778,1617027.06,2803498.491,2189472.181,2407395.992,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030625,2467980.148,2211133.843,2181847.1,2311218.204,2101688.575,2117839.882,2349642.297,1830369.583,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030626,1025793.134,891678.7649,864517.33,856240.2745,899827.5921,1536323.852,720153.8833,1318100.363,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030627,4797555.855,3855231.266,3791668.474,4106152.425,3837142.313,3846006.819,3019415.648,3547527.71,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030628,1616648.864,1764704.689,1728662.496,1641826.856,1883627.366,4131158.03,2049727.15,3573851.516,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030629,1712414.507,1731378.563,1703156.198,1621256.39,1787929.09,3917879.8,1665280.317,3331266.828,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030630,446833.0749,797681.4235,750212.3716,560231.277,866189.7516,3814187.816,1406723.054,3358326.232,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030631,639825.3333,917549.3311,871295.9942,747568.1681,932888.278,3210332.501,1594326.127,2821339.636,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030632,557714.665,765831.126,725779.6344,651333.5115,751969.4726,2534665.678,1415666.148,2200831.224,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030633,752045.083,921174.8473,877646.9392,842503.2761,894421.7055,2535107.425,1620560.541,2214459.924,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030634,231963.4194,556991.3716,509967.4296,383878.1462,539661.0432,2548337.746,1310684.509,2153412.638,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030635,1100583.347,1157773.961,1107995.853,1045823.835,1111814.41,2532151.187,1271371.224,2057855.334,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030636,44843.80245,245556.4622,210582.2286,81048.35233,247736.0402,1566667.809,465982.4676,1278283.498,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030637,233449.4611,386313.2162,352452.707,226496.2521,383927.1563,1713878.03,462876.5029,1374885.202,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030638,637788.1403,731155.8548,689588.5215,584588.0119,722064.7607,2126384.116,807636.8341,1739617.841,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030639,2235684.746,1990820.543,1946850.667,1968419.303,2000978.708,3141378.891,1708358.09,2705527.29,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030640,480485.9954,644132.8173,591808.9983,473779.672,660099.2286,2240785.993,866116.6571,1929702.01,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030641,313566.2871,570330.8739,523564.3103,319169.8573,603788.4947,2970117.006,719204.057,2442477.235,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030642,76764.99862,395684.6069,343619.8922,107494.9444,450806.8869,2962165.846,562772.3335,2521878.127,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030643,860324.9755,863510.945,817196.4845,745791.9169,859660.3123,2245313.432,829632.4462,1805170.532,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030644,245939.2601,419462.0646,382292.9049,225719.2691,448396.0023,2354238.22,497997.2275,1910581.238,Reigate and Banstead,Surrey,Coast to Capital,SPN
,E01030645,5238662.922,4085965.453,4031792.082,4347806.409,4098640.027,3846861.719,2959227.686,3583110.911,Runnymede,Surrey,Enterprise M3,SPN
,E01030646,5676586.135,4884256.821,4808801.371,4948262.364,4752912.696,6718762.592,4091845.961,5099260.237,Runnymede,Surrey,Enterprise M3,SPN
,E01030647,2724620.632,2538035.613,2509794.685,2579971.975,2309560.515,3188153.713,2299323.393,2667535.662,Runnymede,Surrey,Enterprise M3,SPN
,E01030648,800306.0979,890971.2995,842561.7808,723483.5104,870399.5257,2518723.793,946811.0214,2022601.202,Runnymede,Surrey,Enterprise M3,SPN
,E01030649,5412094.117,4323486.167,4263544.055,4642302.663,4270596.501,4385515.213,3519273.436,3920720.513,Runnymede,Surrey,Enterprise M3,SPN
,E01030650,1153972.655,1036498.182,1002600.608,984868.4223,1035818.869,1908994.88,920798.801,1614007.102,Runnymede,Surrey,Enterprise M3,SPN
,E01030651,1060740.717,1070935.567,1034543.738,974381.5614,1063920.515,2196834.95,1005673.203,1835394.172,Runnymede,Surrey,Enterprise M3,SPN
,E01030652,2436780.978,2159016.246,2109746.918,2163160.588,2076603.624,3213991.641,2064029.694,2574138.128,Runnymede,Surrey,Enterprise M3,SPN
,E01030653,2831761.045,2483208.576,2433814.902,2468789.153,2482931.525,3912299.988,2064490.408,3192614.872,Runnymede,Surrey,Enterprise M3,SPN
,E01030654,1821880.215,1534472.128,1494255.188,1522603.589,1516856.944,2301129.779,1229900.966,1952638.384,Runnymede,Surrey,Enterprise M3,SPN
,E01030655,1709300.482,1579366.029,1517904.032,1440408.65,1555215.074,2761684.87,1200044.884,2314578.721,Runnymede,Surrey,Enterprise M3,SPN
,E01030656,810869.5245,857146.2982,812495.1904,750254.1537,843746.7166,2008585.222,989842.685,1704980.524,Runnymede,Surrey,Enterprise M3,SPN
,E01030657,2513415.402,2082441.829,2030780.19,2134578.99,2103826.313,2591716.071,1693607.896,2390340.934,Runnymede,Surrey,Enterprise M3,SPN
,E01030658,3271011.425,3234768.535,3196075.345,3284785.624,3190575.42,3988579.183,3484062.223,3766556.947,Runnymede,Surrey,Enterprise M3,SPN
,E01030659,5504758.962,4415339.802,4355666.422,4783528.504,4196691.912,4895818.746,3900147.161,3949671.669,Runnymede,Surrey,Enterprise M3,SPN
