Existing buildings total heat demand (kWh_th),,,,,,,,,,,,
Notes:,Figures are for total heat demand in kWh_th of all buildings existing in 2020 in each LSOA. New builds and other changes to non-domestic footprint over time are excluded here to isolate the effect the energy efficiency,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,,,,
,E01001635,8135148.967,7528624.282,7822167.874,7374645.33,7283813.662,7444260.009,7284231.09,Greenwich,Greenwich,London,LPN
,E01001636,7526643.26,7025837.504,7243702.606,6979837.113,6787111.131,6863084.059,6892782.663,Greenwich,Greenwich,London,LPN
,E01001637,11277770.09,10362086.28,10725653.05,10189896.78,10092752.56,10286077.47,10084841.85,Greenwich,Greenwich,London,LPN
,E01001638,5034690.346,4540511.332,4694436.044,4511358.593,4466995.566,4569281.593,4481896.166,Greenwich,Greenwich,London,LPN
,E01001640,46141252.69,42004597.22,43124197.53,41631739.4,41454212,42088555.89,41382397.09,Greenwich,Greenwich,London,LPN
,E01001641,46348088.57,43173900.23,45372333.81,42309301.49,41296195.96,44095116.54,41215980.08,Greenwich,Greenwich,London,LPN
,E01001642,10233825.14,9258690.051,9927022.694,9512687.907,8872481.886,9531243.582,9414526.521,Greenwich,Greenwich,London,LPN
,E01001644,26484436.44,24242454.02,25775565.57,23779545.73,23386091.38,25149830.32,23302979.62,Greenwich,Greenwich,London,LPN
,E01001645,10843103.33,10054536.74,10443237.23,9839261.429,9732246.891,9990474.985,9699814.162,Greenwich,Greenwich,London,LPN
,E01001646,15498411.24,14279574.81,14814088.73,14124477.48,13902029.23,14225481.46,13985379.71,Greenwich,Greenwich,London,LPN
,E01001647,10023108.66,9256425.971,9716533.336,9024629.056,8841728.015,9239577.666,8847250.357,Greenwich,Greenwich,London,LPN
,E01001648,11701893.18,10890893.64,11390187.81,10627919.93,10419025.04,10783876.38,10429605.87,Greenwich,Greenwich,London,LPN
,E01001649,9949550.201,9247848.709,9608151.491,9040423.277,8941662.237,9224419.328,8893965.377,Greenwich,Greenwich,London,LPN
,E01001650,8812623.51,8055469.198,8390706.558,7909110.723,7816274.467,8029717.783,7816622.569,Greenwich,Greenwich,London,LPN
,E01001651,9611867.833,8824398.23,9150663.788,8688114.608,8595366.819,8800536.718,8599953.713,Greenwich,Greenwich,London,LPN
,E01001652,10261918,9533618.145,9920541.801,9309123.087,9168956.284,9363444.128,9168725.23,Greenwich,Greenwich,London,LPN
,E01001653,6916957.847,6307678.792,6534040.004,6226438.041,6178850.672,6322413.238,6179481.484,Greenwich,Greenwich,London,LPN
,E01001654,10618490.41,9771771.852,10215413.13,9585478.849,9476208.398,9875998.762,9442697.859,Greenwich,Greenwich,London,LPN
,E01001655,17506630.19,16377774,16994281.31,16102556.65,15751551.26,16465189.93,15751714.51,Greenwich,Greenwich,London,LPN
,E01001656,7447310.591,6878919.926,7169830.16,6723138.246,6617133.017,6764142.012,6628894.878,Greenwich,Greenwich,London,LPN
,E01001657,10572612.63,9754325.955,10155813.65,9515866.585,9358591.88,9581849.437,9359578.168,Greenwich,Greenwich,London,LPN
,E01001658,10037114.69,9226814.7,9628979.122,9000056.732,8830800.376,9026696.234,8852780.714,Greenwich,Greenwich,London,LPN
,E01001659,8878144.235,8218292.582,8627472.006,7979965.898,7824988.129,8088019.727,7831103.015,Greenwich,Greenwich,London,LPN
,E01001660,7108386.123,6484723.655,6767345.651,6366563.556,6298273.536,6487399.835,6296782.84,Greenwich,Greenwich,London,LPN
,E01001661,7349646.263,6738385.744,7041025.359,6593471.48,6509946.722,6707271.587,6510122.499,Greenwich,Greenwich,London,LPN
,E01001662,43538995.49,41211363.18,42760435.76,40231579.66,39593205.75,41881697.87,39297197.8,Greenwich,Greenwich,London,LPN
,E01001664,17853652.07,16270890.38,17151723.89,16382708.6,15813001,16811285.21,16125753.65,Greenwich,Greenwich,London,LPN
,E01001665,14579079.63,13849782.99,14258122.82,13368035.24,13425104.56,13823949.32,13096964.39,Greenwich,Greenwich,London,LPN
,E01001666,14141419.74,12797229.7,13199480.09,12662423.51,12493717.84,12785362.18,12527898.21,Greenwich,Greenwich,London,LPN
,E01001667,39225833.3,33109901.93,34983971.68,34400316.4,32553561.05,34482960.52,34192879,Greenwich,Greenwich,London,LPN
,E01001668,32049677.49,28828537.08,29871285.69,28578041.5,28235074.89,28862444.66,28358363.32,Greenwich,Greenwich,London,LPN
,E01001669,11651536,10731149.99,11150065.59,10505051.36,10407553.82,10640053.33,10381141.09,Greenwich,Greenwich,London,LPN
,E01001671,8876409.238,8213548.224,8544802.637,8023048.892,7915068.924,8093760.118,7911125.846,Greenwich,Greenwich,London,LPN
,E01001672,10658109.85,9728962.184,10108797.93,9572272.99,9467838.868,9763754.251,9455652.924,Greenwich,Greenwich,London,LPN
,E01001673,13901042.61,12534913.98,13013700.92,12386243.9,12244989.48,12585778.92,12260451.41,Greenwich,Greenwich,London,LPN
,E01001674,10407771.09,9591286.996,9965502.551,9397538.142,9295276.933,9506327.377,9281319.869,Greenwich,Greenwich,London,LPN
,E01001675,9970139.6,9111167.299,9439451.477,8943431.259,8889168.675,9081122.063,8848735.726,Greenwich,Greenwich,London,LPN
,E01001676,8527357.94,7790145.569,8044409.221,7697595.978,7632952.257,7767712.219,7639708.755,Greenwich,Greenwich,London,LPN
,E01001677,10125502.39,9311431.359,9722076.787,9119685.959,8966972.967,9263419.557,8978554.147,Greenwich,Greenwich,London,LPN
,E01001678,18534894.41,17434856.48,18140138.29,17018091.31,16617334.29,17357901.06,16599528.49,Greenwich,Greenwich,London,LPN
,E01001679,7552606.093,7065389.495,7359684.022,6856957.83,6766627.263,6936647.218,6734581.663,Greenwich,Greenwich,London,LPN
,E01001680,9334701.743,8676719.103,9095917.914,8411477.128,8256332.02,8524150.811,8243640.331,Greenwich,Greenwich,London,LPN
,E01001681,7562050.315,7031438.919,7313093.57,6871042.767,6757624.939,6911500.167,6760648.883,Greenwich,Greenwich,London,LPN
,E01001682,8445196.581,7842502.557,8215337.069,7635764.787,7477987.555,7745133.529,7485876.017,Greenwich,Greenwich,London,LPN
,E01001683,6045749.923,5622110.663,5817680.731,5500433.546,5433080.06,5538784.738,5408957.46,Greenwich,Greenwich,London,LPN
,E01001684,7624563.846,7001272.307,7295109.856,6857215.064,6767385.9,6940899.156,6768291.4,Greenwich,Greenwich,London,LPN
,E01001685,8532293.168,7871224.679,8219483.44,7682289.391,7558137.237,7775178.275,7559282.253,Greenwich,Greenwich,London,LPN
,E01001686,11636877.93,10770791.33,11197422.61,10555087.68,10402730.7,10678914,10402071.79,Greenwich,Greenwich,London,LPN
,E01001687,6093317.839,5499866.184,5699835.618,5413516.125,5358724.669,5488843.267,5358889.149,Greenwich,Greenwich,London,LPN
,E01001688,14122422.57,13030808.05,13495216.85,12796984.86,12659250.81,12896518.23,12655224.2,Greenwich,Greenwich,London,LPN
,E01001690,10578480.57,9720523.92,10058711.97,9615288.481,9493451.425,9757855.772,9507493.966,Greenwich,Greenwich,London,LPN
,E01001692,6351204.196,5710492.547,5909057.082,5649658.88,5599205.629,5717476.794,5602502.427,Greenwich,Greenwich,London,LPN
,E01001693,8723892.948,7944563.797,8257020.27,7868695.518,7765409.321,8106560.657,7772417.169,Greenwich,Greenwich,London,LPN
,E01001694,9404710.634,8568848.353,9005465.114,8407328.82,8273837.584,8668186.952,8275019.019,Greenwich,Greenwich,London,LPN
,E01001695,8517549.679,7752701.574,7991267.884,7677714.268,7622695.106,7776895.173,7614586.054,Greenwich,Greenwich,London,LPN
,E01001696,15079956.7,13187250.76,14414927.38,14105266.05,13019387.84,14330115.33,14020713.98,Greenwich,Greenwich,London,LPN
,E01001697,11215694.53,10339392.08,10648459.04,10199508.89,10151685.83,10318552.06,10118394.66,Greenwich,Greenwich,London,LPN
,E01001698,4719608.934,4240193.1,4372719.09,4209341.719,4172877.837,4248048.137,4182257.572,Greenwich,Greenwich,London,LPN
,E01001699,8426403.735,7516845.296,7750931.137,7471955.932,7417067.425,7574698.619,7423525.908,Greenwich,Greenwich,London,LPN
,E01001700,5694148.61,5255057.814,5424618.771,5160978.201,5110247.094,5186126.148,5097811.163,Greenwich,Greenwich,London,LPN
,E01001701,15332806.43,13853762.36,14399599.18,13797905.93,13583426.29,13946661.23,13696739.56,Greenwich,Greenwich,London,LPN
,E01001702,3467142.841,3125851.387,3241635.484,3099017.877,3076281.09,3158287.714,3077903.494,Greenwich,Greenwich,London,LPN
,E01001703,5177174.919,4742302.055,4842380.613,4696214.413,4683478.647,4722741.185,4665394.556,Greenwich,Greenwich,London,LPN
,E01001704,6112922.929,5689317.491,5891219.606,5574283.704,5501884.159,5620322.798,5489561.749,Greenwich,Greenwich,London,LPN
,E01001705,14223433.65,12968079.92,13456217.75,12722333.44,12709153.21,13216268.26,12565739.85,Greenwich,Greenwich,London,LPN
,E01001706,12723516.01,11816256.29,12253335.03,11647795.28,11424471.16,11872191.36,11428312.82,Greenwich,Greenwich,London,LPN
,E01001708,11211971.47,10430186.59,10840032.08,10193485.36,10119143.11,10401748.52,10056712.78,Greenwich,Greenwich,London,LPN
,E01001709,31213192.54,28117672.46,29665817.39,27669278.76,27106791.98,29099004.5,27067693.69,Greenwich,Greenwich,London,LPN
,E01001710,43690086.2,41273916.69,42772287.48,40614896.64,39609406.99,41333638.87,39611598.82,Greenwich,Greenwich,London,LPN
,E01001711,9122476.641,8268207.331,8537860.607,8185181.779,8100829.063,8271104.042,8121712.269,Greenwich,Greenwich,London,LPN
,E01001712,13222444.74,12072460.57,12398325.52,12031876.07,11963847.25,12166178.3,11992629.95,Greenwich,Greenwich,London,LPN
,E01001713,11501193.14,10451596.42,10699587.11,10419734,10388085.99,10544346.48,10395004.53,Greenwich,Greenwich,London,LPN
,E01001714,10899140.89,9943024.093,10299552.13,9829465.697,9738712.851,10031123.69,9716386.054,Hackney,Hackney,London,LPN
,E01001715,4377057.208,4027666.644,4148420.248,3975643.422,3941073.43,3997388.07,3941402.256,Hackney,Hackney,London,LPN
,E01001716,6501047.583,5977404.612,6177314.118,5902920.605,5835854.709,5963599.704,5834826.844,Hackney,Hackney,London,LPN
,E01001717,10442857.99,9314896.145,10266265.2,10056519.9,9056164.446,10125499.69,10022970.82,Hackney,Hackney,London,LPN
,E01001718,6793870.554,6265481.444,6463307.565,6170103.386,6095584.309,6177322.044,6100115.622,Hackney,Hackney,London,LPN
,E01001719,4902141.925,4439540.244,4594289.597,4404011.28,4375736.757,4487320.165,4376448.034,Hackney,Hackney,London,LPN
,E01001720,6467100.81,5991902.717,6170018.913,5907206.722,5842666.956,5910593.121,5848015.967,Hackney,Hackney,London,LPN
,E01001722,6710129.82,6145749.608,6343999.438,6130441.176,6048517.36,6191273.905,6088177.012,Hackney,Hackney,London,LPN
,E01001723,4442310.92,3999049.918,4146835.185,3940013.802,3892360.568,3988877.038,3895687.672,Hackney,Hackney,London,LPN
,E01001724,6397810.54,5822909.925,6009481.575,5725884,5681706.644,5795078.575,5665202.712,Hackney,Hackney,London,LPN
,E01001725,4059081.339,3724537.257,3844024.305,3666361.349,3651144.056,3737026.172,3631353.33,Hackney,Hackney,London,LPN
,E01001726,2893069.144,2642093.008,2724250.052,2613392.301,2605967.461,2660847.193,2595660.857,Hackney,Hackney,London,LPN
,E01001727,3732686.311,3419568.616,3532851.395,3374660.292,3336950.617,3397329.695,3341516.823,Hackney,Hackney,London,LPN
,E01001728,5513549.406,5003517.375,5163536.461,4952553.927,4908508.278,5029143.603,4905208.88,Hackney,Hackney,London,LPN
,E01001729,8315065.585,7630027.103,7906049.849,7542976.082,7421992.904,7749016.128,7432450.708,Hackney,Hackney,London,LPN
,E01001730,11371451.22,10305731.61,10706518.9,10244244.95,10038943.29,10521049.83,10098882.65,Hackney,Hackney,London,LPN
,E01001731,11451999.41,10303017.08,10648266.4,10183609.58,10106461.08,10381073.54,10084245.23,Hackney,Hackney,London,LPN
,E01001732,6008641.298,5473421.251,5612553.012,5444047.366,5413163.195,5493753.176,5419801.108,Hackney,Hackney,London,LPN
,E01001733,9037122.242,8349881.879,8652927.024,8196593.358,8066749.741,8287281.625,8061559.275,Hackney,Hackney,London,LPN
,E01001734,7485188.678,6782420.544,6997895.297,6709836.48,6672332.819,6823069.174,6660146.716,Hackney,Hackney,London,LPN
,E01001735,7640828.74,7142475.157,7329517.105,6954781.35,6983012.396,7072055.026,6834274.904,Hackney,Hackney,London,LPN
,E01001736,5078321.302,4691361.383,4844998.939,4614838.777,4556050.235,4626544.432,4560464.693,Hackney,Hackney,London,LPN
,E01001737,5194338.159,4782497.147,4966989.453,4696428.513,4638515.681,4748913.28,4640973.917,Hackney,Hackney,London,LPN
,E01001738,7777147.159,7158602.591,7388103.763,7132303.142,6942848.456,7048562.394,7071248.475,Hackney,Hackney,London,LPN
,E01001739,7133472.421,6542730.114,6804389.316,6405061.658,6320846.69,6493097.38,6309792.964,Hackney,Hackney,London,LPN
,E01001740,4070346.33,3733271.575,3844540.798,3701536.519,3689095.365,3770775.295,3681206.989,Hackney,Hackney,London,LPN
,E01001741,5896333.742,5428459.669,5663157.647,5322881.277,5233481.898,5394193.083,5236691.004,Hackney,Hackney,London,LPN
,E01001742,5767000.1,5300342.352,5476608.814,5196319.158,5165499.263,5287284.022,5130192.55,Hackney,Hackney,London,LPN
,E01001744,5280624.137,4679677.02,5091779.505,4972323.882,4578708.722,5002464.373,4952787.218,Hackney,Hackney,London,LPN
,E01001745,9265429.082,8093637.235,8331376.165,8012344.521,7929264.854,8045628.846,7927606.753,Hackney,Hackney,London,LPN
,E01001746,4005073.202,3616827.706,3707646.282,3607942.12,3593298.866,3646191.606,3599428.112,Hackney,Hackney,London,LPN
,E01001747,8539952.42,7623135.875,7913949.494,7513465.486,7433061.158,7627033.222,7430995.861,Hackney,Hackney,London,LPN
,E01001748,30983719.42,29481675.27,29965382.56,27902357.42,29185605.77,29622566.81,27471134.39,Hackney,Hackney,London,LPN
,E01001749,1472205.824,1355446.559,1409380.763,1333021.407,1315268.643,1347541.124,1317142.844,Hackney,Hackney,London,LPN
,E01001750,6688215.074,6029262.076,6236228.699,5936231.468,5878429.654,5997513.606,5865587.157,Hackney,Hackney,London,LPN
,E01001751,5218701.792,4812934.272,5012352.369,4706902.022,4643323.794,4753148.792,4642564.785,Hackney,Hackney,London,LPN
,E01001752,12345339.11,11339455.82,11672680.73,11196136.93,11111587.28,11353112.55,11096737.58,Hackney,Hackney,London,LPN
,E01001753,4458746.316,4020601.778,4160010.841,3997071.521,3986498.684,4093885.714,3982641.37,Hackney,Hackney,London,LPN
,E01001754,15480067.08,14089503.22,14669676.22,14068942.2,13887692.5,14407032.01,13942450.02,Hackney,Hackney,London,LPN
,E01001755,6019284.472,5459232.847,5647869.563,5403883.229,5338243.696,5504027.908,5340587.986,Hackney,Hackney,London,LPN
,E01001756,7854729.951,7087892.72,7364133.132,6999085.529,6912451.524,7088520.609,6928241.015,Hackney,Hackney,London,LPN
,E01001757,4382802.67,3971999.774,4080192.606,3951768.219,3932949.232,3994773.551,3937615.09,Hackney,Hackney,London,LPN
,E01001758,16330719.94,14763260.85,15214666.93,14664100.63,14516729.74,14772715.19,14571942.56,Hackney,Hackney,London,LPN
,E01001759,4963870.889,4495400.328,4637443.209,4448113.31,4415135.944,4493581.699,4417139.102,Hackney,Hackney,London,LPN
,E01001760,4615912.516,4016802.697,4123107.557,4034347.713,3939408.591,4029121.654,4001551.314,Hackney,Hackney,London,LPN
,E01001761,8879325.671,7990491.452,8229180.181,7930366.003,7873561.922,8023079.516,7880933.378,Hackney,Hackney,London,LPN
,E01001762,1818673.592,1519916.266,1584694.408,1516813.237,1476322.189,1517499.348,1495053.131,Hackney,Hackney,London,LPN
,E01001763,5516707.329,4954637.07,5361145.048,4843731.165,4756684.241,5291091.41,4718351.645,Hackney,Hackney,London,LPN
,E01001764,4930088.457,4485084.516,4640601.393,4425914.105,4383486.931,4466581.657,4386491.348,Hackney,Hackney,London,LPN
,E01001765,9244543.6,8325672.679,8614565.381,8284067.607,8235026.566,8475642.429,8242957.241,Hackney,Hackney,London,LPN
,E01001767,4623637.78,4235363.141,4368388.662,4181840.636,4142743.112,4203159.827,4147869.61,Hackney,Hackney,London,LPN
,E01001768,6329184.63,5828887.307,6026140.514,5740078.459,5670824.473,5774305.502,5676254.951,Hackney,Hackney,London,LPN
,E01001769,4727280.959,4327579.192,4466830.149,4270486.633,4229659.458,4298192.624,4230861.43,Hackney,Hackney,London,LPN
,E01001770,11640409.02,10758020.03,11057819.83,10657799.3,10556231.45,10774082.21,10565309.09,Hackney,Hackney,London,LPN
,E01001772,8142225.756,7417210.236,7634585.923,7350213.528,7294953.223,7472209.668,7283819.648,Hackney,Hackney,London,LPN
,E01001773,12717456.65,11165224.75,11509443.22,11083154.05,10987724.81,11208951.46,11007604.57,Hackney,Hackney,London,LPN
,E01001774,16225454.01,14136956.84,14814533.67,14246904.13,13675665.36,14465732.37,14002791.04,Hackney,Hackney,London,LPN
,E01001775,10637310.42,9728836.459,10063126.58,9614631.306,9473249.046,9797461.102,9482330.124,Hackney,Hackney,London,LPN
,E01001776,4857032.989,4373141.256,4533821.369,4348659.771,4302411.62,4430759.005,4316823.668,Hackney,Hackney,London,LPN
,E01001777,6767794.135,6155821.663,6325385.394,6121031.067,6077681.209,6190264.68,6088012.613,Hackney,Hackney,London,LPN
,E01001779,15439438.74,13364740.27,14024912.09,13420824.72,12948602.71,13484849.37,13187745.34,Hackney,Hackney,London,LPN
,E01001780,5850948.052,5238553.739,5414045.629,5201953.193,5165470.52,5283382.363,5171851.547,Hackney,Hackney,London,LPN
,E01001781,8467171.352,7599162.283,7859531.634,7576035.829,7533155.419,7719393.088,7545580.179,Hackney,Hackney,London,LPN
,E01001782,13500539.18,12354271.05,12811238.12,12081817.18,12003243.41,12333148.96,11885744.94,Hackney,Hackney,London,LPN
,E01001783,5377640.711,4841590.177,5012291.155,4810645.751,4789243.127,4924727.155,4786716.642,Hackney,Hackney,London,LPN
,E01001784,4846993.148,4381623.074,4553001.625,4395094.974,4330589.881,4464487.323,4376986.031,Hackney,Hackney,London,LPN
,E01001785,4964936.088,4551992.388,4738390.21,4484241.921,4432507.974,4568540.496,4434519.505,Hackney,Hackney,London,LPN
,E01001786,20163975.96,18630850.02,19171807.61,18355089.5,18251347.58,18799989.66,18137861.56,Hackney,Hackney,London,LPN
,E01001787,9497486.827,8467483.455,8778291.306,8359107.07,8260033.874,8536392.155,8248925.543,Hackney,Hackney,London,LPN
,E01001788,10371630.2,9462908.192,9754758.552,9377098.107,9311449.761,9553694.002,9292488.027,Hackney,Hackney,London,LPN
,E01001789,5103512.212,4670981.483,4848607.973,4598106.049,4548590.711,4654789.194,4552217.488,Hackney,Hackney,London,LPN
,E01001790,4988971.812,4499479.175,4667866.322,4461771.896,4410637.52,4575364.18,4415197.031,Hackney,Hackney,London,LPN
,E01001791,7941227.178,7247661.077,7513751.473,7142986.098,7056654.663,7213483.547,7061448.32,Hackney,Hackney,London,LPN
,E01001792,11802342.54,10844295.1,11305603.27,10654449.97,10507193.54,10860336.24,10512382.04,Hackney,Hackney,London,LPN
,E01001793,10483695,9657208.95,10017847.66,9507883.816,9387984.5,9636547.126,9395499.625,Hackney,Hackney,London,LPN
,E01001794,7204525.463,6664886.473,6903553.176,6519964.03,6445536.103,6590013.039,6416677.587,Hackney,Hackney,London,LPN
,E01001795,5339272.429,4886671.462,5045705.989,4809318.664,4768489.236,4859924.236,4754899.966,Hackney,Hackney,London,LPN
,E01001796,6842806.515,6314244.072,6497510.507,6210978.269,6179916.071,6296978.409,6142637.908,Hackney,Hackney,London,LPN
,E01001798,7562018.374,6955536.781,7230034.897,6860604.998,6778690.339,7048819.85,6765876.537,Hackney,Hackney,London,LPN
,E01001799,5503345.03,5034843.185,5216929.697,4932444.303,4871364.461,5031028.073,4848438.6,Hackney,Hackney,London,LPN
,E01001800,6979137.227,6393298.309,6648598.495,6369309.63,6293366.502,6559840.953,6314953.255,Hackney,Hackney,London,LPN
,E01001801,8109641.381,7384545.905,7638318.478,7291244.235,7206742.44,7371843.496,7210034.211,Hackney,Hackney,London,LPN
,E01001802,8117804.245,7466959.43,7730607.328,7362116.376,7279882.973,7501079.424,7265170.801,Hackney,Hackney,London,LPN
