,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,variable,Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),,,,,,,,,
,,E01026540,1.420,0.106,0.000,0.000,1.526,1.256,0.077,0.000,0.038,1.370,1.388,0.093,0.000,0.038,1.519,1.289,0.066,0.000,0.038,1.392,0.060,0.003,0.000,0.009,0.072,0.085,0.003,0.000,0.009,0.098,0.059,0.001,0.000,0.009,0.070,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026541,2.357,0.398,0.000,0.000,2.755,1.922,0.347,0.000,0.059,2.329,2.178,0.414,0.000,0.059,2.652,1.986,0.304,0.000,0.059,2.349,0.095,0.010,0.000,0.014,0.120,0.130,0.003,0.000,0.014,0.147,0.093,0.002,0.000,0.014,0.109,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026542,1.474,0.161,0.000,0.000,1.634,1.269,0.126,0.000,0.037,1.432,1.409,0.153,0.000,0.037,1.599,1.300,0.109,0.000,0.037,1.446,0.059,0.005,0.000,0.009,0.073,0.084,0.001,0.000,0.009,0.094,0.058,0.001,0.000,0.009,0.067,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026543,1.419,0.297,0.000,0.000,1.716,1.238,0.177,0.000,0.035,1.450,1.396,0.223,0.000,0.035,1.654,1.264,0.152,0.000,0.035,1.451,0.058,0.005,0.000,0.008,0.071,0.083,0.020,0.000,0.008,0.111,0.056,0.007,0.000,0.008,0.071,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026544,1.415,0.422,0.000,0.000,1.837,1.295,0.197,0.000,0.041,1.532,1.422,0.245,0.000,0.041,1.707,1.332,0.167,0.000,0.041,1.539,0.062,0.003,0.000,0.010,0.075,0.087,0.019,0.000,0.010,0.115,0.061,0.016,0.000,0.010,0.087,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026545,2.484,0.156,0.000,0.000,2.640,1.884,0.113,0.000,0.041,2.039,2.308,0.140,0.000,0.041,2.489,1.933,0.099,0.000,0.041,2.073,0.082,0.004,0.000,0.010,0.096,0.109,0.005,0.000,0.010,0.123,0.078,0.002,0.000,0.010,0.090,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026546,1.503,0.004,0.000,0.000,1.507,1.265,0.003,0.000,0.033,1.302,1.491,0.004,0.000,0.033,1.528,1.303,0.003,0.000,0.033,1.339,0.057,0.000,0.000,0.008,0.065,0.075,0.000,0.000,0.008,0.083,0.055,0.000,0.000,0.008,0.063,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026547,2.475,0.221,0.000,0.000,2.696,1.508,0.169,0.000,0.037,1.714,2.093,0.197,0.000,0.037,2.327,1.557,0.131,0.000,0.037,1.725,0.060,0.014,0.000,0.009,0.083,0.068,0.035,0.000,0.009,0.111,0.055,0.016,0.000,0.009,0.080,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026548,2.075,0.004,0.000,0.000,2.079,1.298,0.003,0.000,0.031,1.332,1.797,0.004,0.000,0.031,1.831,1.335,0.003,0.000,0.031,1.369,0.051,0.000,0.000,0.007,0.058,0.056,0.001,0.000,0.007,0.064,0.046,0.000,0.000,0.007,0.054,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026549,2.271,0.920,0.000,0.000,3.191,1.744,0.619,0.000,0.043,2.406,2.066,0.780,0.000,0.043,2.889,1.787,0.532,0.000,0.043,2.361,0.078,0.019,0.000,0.010,0.107,0.109,0.055,0.000,0.010,0.174,0.075,0.049,0.000,0.010,0.134,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026550,0.943,0.006,0.000,0.000,0.950,0.848,0.003,0.000,0.024,0.875,0.944,0.004,0.000,0.024,0.972,0.868,0.003,0.000,0.024,0.895,0.039,0.000,0.000,0.006,0.045,0.057,0.001,0.000,0.006,0.063,0.038,0.000,0.000,0.006,0.044,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026551,1.130,0.010,0.000,0.000,1.140,0.968,0.006,0.000,0.028,1.003,1.099,0.008,0.000,0.028,1.135,0.992,0.005,0.000,0.028,1.026,0.045,0.000,0.000,0.007,0.052,0.063,0.001,0.000,0.007,0.071,0.044,0.000,0.000,0.007,0.051,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026552,1.248,0.023,0.000,0.000,1.271,1.155,0.019,0.000,0.036,1.210,1.255,0.023,0.000,0.036,1.314,1.181,0.017,0.000,0.036,1.234,0.055,0.001,0.000,0.009,0.065,0.079,0.000,0.000,0.009,0.088,0.053,0.001,0.000,0.009,0.063,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026553,1.244,0.954,0.000,0.000,2.198,1.110,0.744,0.000,0.035,1.889,1.221,0.894,0.000,0.035,2.150,1.142,0.630,0.000,0.035,1.807,0.053,0.021,0.000,0.008,0.082,0.075,0.017,0.000,0.008,0.101,0.052,0.008,0.000,0.008,0.069,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026554,1.073,1.098,0.000,0.000,2.171,0.978,0.889,0.000,0.029,1.896,1.080,1.079,0.000,0.029,2.188,1.005,0.753,0.000,0.029,1.786,0.047,0.024,0.000,0.007,0.078,0.067,0.004,0.000,0.007,0.078,0.046,0.005,0.000,0.007,0.058,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026555,1.239,0.296,0.000,0.000,1.535,1.149,0.229,0.000,0.035,1.413,1.245,0.286,0.000,0.035,1.566,1.176,0.198,0.000,0.035,1.408,0.055,0.006,0.000,0.008,0.070,0.081,0.005,0.000,0.008,0.094,0.054,0.002,0.000,0.008,0.065,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026556,1.333,1.291,0.000,0.000,2.624,1.203,0.999,0.000,0.037,2.238,1.337,1.247,0.000,0.037,2.621,1.234,0.857,0.000,0.037,2.128,0.057,0.026,0.000,0.009,0.092,0.080,0.015,0.000,0.009,0.103,0.056,0.009,0.000,0.009,0.073,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026557,1.332,0.012,0.000,0.000,1.345,1.197,0.010,0.000,0.036,1.243,1.317,0.011,0.000,0.036,1.364,1.230,0.009,0.000,0.036,1.275,0.058,0.000,0.000,0.009,0.067,0.082,0.001,0.000,0.009,0.092,0.057,0.001,0.000,0.009,0.066,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026558,1.762,0.026,0.000,0.000,1.788,1.545,0.015,0.000,0.035,1.596,1.732,0.019,0.000,0.035,1.785,1.584,0.014,0.000,0.035,1.633,0.073,0.001,0.000,0.008,0.082,0.101,0.002,0.000,0.008,0.111,0.071,0.001,0.000,0.008,0.080,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026559,1.293,0.193,0.000,0.000,1.485,1.205,0.132,0.000,0.036,1.372,1.308,0.167,0.000,0.036,1.512,1.232,0.116,0.000,0.036,1.384,0.058,0.005,0.000,0.009,0.071,0.083,0.010,0.000,0.009,0.102,0.056,0.004,0.000,0.009,0.069,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026560,1.290,0.059,0.000,0.000,1.349,1.180,0.040,0.000,0.037,1.256,1.292,0.049,0.000,0.037,1.377,1.208,0.036,0.000,0.037,1.281,0.056,0.003,0.000,0.009,0.068,0.080,0.004,0.000,0.009,0.093,0.055,0.002,0.000,0.009,0.066,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026561,2.879,0.087,0.000,0.000,2.966,2.435,0.063,0.000,0.040,2.539,2.774,0.076,0.000,0.040,2.891,2.485,0.056,0.000,0.040,2.581,0.112,0.003,0.000,0.010,0.125,0.156,0.007,0.000,0.010,0.172,0.109,0.003,0.000,0.010,0.121,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026562,0.925,0.219,0.000,0.000,1.144,0.875,0.179,0.000,0.025,1.079,0.955,0.217,0.000,0.025,1.197,0.895,0.155,0.000,0.025,1.076,0.041,0.007,0.000,0.006,0.054,0.059,0.000,0.000,0.006,0.065,0.040,0.001,0.000,0.006,0.047,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026563,0.998,0.711,0.000,0.000,1.709,0.894,0.344,0.000,0.029,1.267,0.994,0.428,0.000,0.029,1.451,0.923,0.293,0.000,0.029,1.245,0.043,0.006,0.000,0.007,0.056,0.059,0.030,0.000,0.007,0.096,0.043,0.025,0.000,0.007,0.075,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026564,1.315,0.302,0.000,0.000,1.617,1.164,0.219,0.000,0.032,1.415,1.319,0.265,0.000,0.032,1.616,1.193,0.189,0.000,0.032,1.415,0.054,0.008,0.000,0.008,0.070,0.074,0.018,0.000,0.008,0.100,0.052,0.010,0.000,0.008,0.070,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026565,0.959,0.000,0.000,0.000,0.959,0.843,0.000,0.000,0.031,0.873,0.947,0.000,0.000,0.031,0.977,0.869,0.000,0.000,0.031,0.900,0.041,0.000,0.000,0.007,0.049,0.055,0.000,0.000,0.007,0.062,0.041,0.000,0.000,0.007,0.048,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026566,1.358,0.049,0.000,0.000,1.407,1.219,0.034,0.000,0.036,1.288,1.363,0.039,0.000,0.036,1.438,1.254,0.030,0.000,0.036,1.320,0.057,0.003,0.000,0.009,0.069,0.080,0.002,0.000,0.009,0.091,0.056,0.001,0.000,0.009,0.065,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026567,1.700,0.107,0.000,0.000,1.807,1.543,0.086,0.000,0.043,1.673,1.704,0.105,0.000,0.043,1.852,1.582,0.075,0.000,0.043,1.699,0.073,0.003,0.000,0.010,0.086,0.105,0.001,0.000,0.010,0.116,0.071,0.001,0.000,0.010,0.082,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026568,1.274,0.000,0.000,0.000,1.274,1.193,0.000,0.000,0.036,1.229,1.303,0.000,0.000,0.036,1.339,1.221,0.000,0.000,0.036,1.257,0.056,0.000,0.000,0.009,0.065,0.081,0.000,0.000,0.009,0.089,0.055,0.000,0.000,0.009,0.064,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026569,1.504,0.064,0.000,0.000,1.568,1.292,0.040,0.000,0.042,1.374,1.453,0.048,0.000,0.042,1.543,1.330,0.034,0.000,0.042,1.406,0.063,0.001,0.000,0.010,0.074,0.084,0.006,0.000,0.010,0.100,0.062,0.003,0.000,0.010,0.075,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026570,1.471,0.146,0.000,0.000,1.617,1.373,0.098,0.000,0.042,1.513,1.492,0.117,0.000,0.042,1.651,1.404,0.085,0.000,0.042,1.530,0.066,0.003,0.000,0.010,0.079,0.095,0.009,0.000,0.010,0.114,0.064,0.003,0.000,0.010,0.078,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026571,1.413,0.044,0.000,0.000,1.457,1.242,0.023,0.000,0.038,1.303,1.374,0.029,0.000,0.038,1.440,1.272,0.019,0.000,0.038,1.330,0.060,0.001,0.000,0.009,0.070,0.085,0.005,0.000,0.009,0.099,0.059,0.002,0.000,0.009,0.069,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026572,1.334,0.126,0.000,0.000,1.461,1.219,0.062,0.000,0.036,1.316,1.343,0.079,0.000,0.036,1.457,1.248,0.053,0.000,0.036,1.337,0.058,0.001,0.000,0.009,0.068,0.083,0.013,0.000,0.009,0.105,0.057,0.004,0.000,0.009,0.070,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026573,1.293,0.101,0.000,0.000,1.394,1.166,0.083,0.000,0.036,1.284,1.285,0.101,0.000,0.036,1.422,1.199,0.072,0.000,0.036,1.307,0.055,0.003,0.000,0.009,0.067,0.079,0.000,0.000,0.009,0.087,0.054,0.000,0.000,0.009,0.063,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026574,1.377,0.082,0.000,0.000,1.459,1.310,0.066,0.000,0.038,1.414,1.425,0.082,0.000,0.038,1.546,1.342,0.058,0.000,0.038,1.437,0.062,0.002,0.000,0.009,0.074,0.089,0.000,0.000,0.009,0.098,0.061,0.000,0.000,0.009,0.070,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026575,2.218,0.875,0.000,0.000,3.093,1.762,0.585,0.000,0.043,2.390,2.083,0.722,0.000,0.043,2.848,1.811,0.504,0.000,0.043,2.359,0.080,0.023,0.000,0.010,0.113,0.107,0.057,0.000,0.010,0.175,0.077,0.025,0.000,0.010,0.113,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026576,1.554,0.068,0.000,0.000,1.622,1.436,0.056,0.000,0.046,1.537,1.581,0.068,0.000,0.046,1.694,1.473,0.048,0.000,0.046,1.566,0.069,0.002,0.000,0.011,0.082,0.096,0.000,0.000,0.011,0.107,0.067,0.000,0.000,0.011,0.078,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026577,2.178,2.244,0.000,0.000,4.422,1.645,1.681,0.000,0.045,3.371,1.966,2.061,0.000,0.045,4.072,1.700,1.403,0.000,0.045,3.148,0.075,0.060,0.000,0.011,0.146,0.098,0.117,0.000,0.011,0.226,0.073,0.140,0.000,0.011,0.224,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026578,2.232,1.044,0.000,0.000,3.276,1.843,0.657,0.000,0.045,2.544,2.163,0.809,0.000,0.045,3.016,1.895,0.583,0.000,0.045,2.523,0.083,0.026,0.000,0.011,0.120,0.111,0.091,0.000,0.011,0.213,0.080,0.050,0.000,0.011,0.141,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026579,2.277,0.325,0.000,0.000,2.601,1.747,0.205,0.000,0.038,1.990,2.128,0.251,0.000,0.038,2.418,1.790,0.168,0.000,0.038,1.995,0.075,0.012,0.000,0.009,0.096,0.099,0.044,0.000,0.009,0.151,0.072,0.020,0.000,0.009,0.101,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026580,2.614,0.223,0.000,0.000,2.836,2.065,0.167,0.000,0.045,2.278,2.421,0.208,0.000,0.045,2.674,2.119,0.144,0.000,0.045,2.308,0.093,0.006,0.000,0.011,0.110,0.128,0.008,0.000,0.011,0.147,0.090,0.012,0.000,0.011,0.113,Broadland,Norfolk,New Anglia,EPN,,,,,
,,E01026581,1.500,1.860,0.000,0.000,3.361,1.317,1.294,0.000,0.028,2.639,1.496,1.632,0.000,0.028,3.156,1.351,1.159,0.000,0.028,2.538,0.061,0.052,0.000,0.007,0.120,0.084,0.101,0.000,0.007,0.192,0.059,0.067,0.000,0.007,0.133,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026582,2.170,2.006,0.000,0.000,4.176,1.791,1.511,0.000,0.039,3.341,2.067,1.882,0.000,0.039,3.988,1.830,1.299,0.000,0.039,3.168,0.082,0.044,0.000,0.010,0.136,0.112,0.053,0.000,0.010,0.175,0.079,0.049,0.000,0.010,0.138,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026583,1.397,0.012,0.000,0.000,1.409,1.107,0.006,0.000,0.023,1.137,1.301,0.008,0.000,0.023,1.332,1.137,0.005,0.000,0.023,1.166,0.052,0.000,0.000,0.006,0.058,0.072,0.002,0.000,0.006,0.079,0.050,0.000,0.000,0.006,0.056,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026584,1.377,0.057,0.000,0.000,1.434,1.251,0.029,0.000,0.028,1.308,1.383,0.037,0.000,0.028,1.449,1.282,0.025,0.000,0.028,1.335,0.060,0.001,0.000,0.007,0.068,0.084,0.006,0.000,0.007,0.097,0.058,0.002,0.000,0.007,0.067,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026585,1.235,1.525,0.000,0.000,2.761,1.112,1.227,0.000,0.025,2.364,1.227,1.527,0.000,0.025,2.779,1.141,1.050,0.000,0.025,2.216,0.053,0.033,0.000,0.006,0.092,0.076,0.003,0.000,0.006,0.085,0.052,0.006,0.000,0.006,0.065,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026586,0.899,0.006,0.000,0.000,0.905,0.839,0.003,0.000,0.021,0.862,0.906,0.004,0.000,0.021,0.930,0.866,0.002,0.000,0.021,0.889,0.041,0.000,0.000,0.005,0.047,0.058,0.001,0.000,0.005,0.065,0.041,0.000,0.000,0.005,0.046,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026587,3.198,2.015,0.000,0.000,5.214,2.438,0.951,0.000,0.035,3.424,2.967,1.196,0.000,0.035,4.198,2.502,0.792,0.000,0.035,3.329,0.106,0.017,0.000,0.009,0.132,0.140,0.084,0.000,0.009,0.232,0.102,0.066,0.000,0.009,0.178,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026588,2.844,0.303,0.000,0.000,3.147,2.422,0.219,0.000,0.047,2.689,2.759,0.266,0.000,0.047,3.072,2.490,0.189,0.000,0.047,2.727,0.112,0.008,0.000,0.012,0.132,0.155,0.012,0.000,0.012,0.180,0.109,0.005,0.000,0.012,0.127,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026589,1.200,0.245,0.000,0.000,1.445,1.100,0.122,0.000,0.026,1.249,1.206,0.152,0.000,0.026,1.384,1.131,0.103,0.000,0.026,1.261,0.053,0.003,0.000,0.007,0.063,0.075,0.027,0.000,0.007,0.109,0.052,0.009,0.000,0.007,0.068,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026590,1.424,0.010,0.000,0.000,1.434,1.243,0.008,0.000,0.029,1.281,1.388,0.010,0.000,0.029,1.427,1.279,0.007,0.000,0.029,1.315,0.060,0.000,0.000,0.008,0.068,0.083,0.000,0.000,0.008,0.091,0.059,0.000,0.000,0.008,0.067,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026591,2.392,0.194,0.000,0.000,2.586,1.829,0.096,0.000,0.035,1.960,2.175,0.122,0.000,0.035,2.331,1.877,0.082,0.000,0.035,1.994,0.085,0.003,0.000,0.009,0.097,0.120,0.020,0.000,0.009,0.149,0.082,0.007,0.000,0.009,0.097,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026592,1.554,0.141,0.000,0.000,1.695,1.373,0.071,0.000,0.031,1.474,1.519,0.088,0.000,0.031,1.638,1.414,0.060,0.000,0.031,1.505,0.066,0.002,0.000,0.008,0.075,0.093,0.015,0.000,0.008,0.116,0.065,0.005,0.000,0.008,0.077,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026593,2.096,0.334,0.000,0.000,2.431,1.602,0.230,0.000,0.027,1.858,1.970,0.279,0.000,0.027,2.277,1.647,0.179,0.000,0.027,1.853,0.068,0.008,0.000,0.007,0.083,0.088,0.024,0.000,0.007,0.119,0.065,0.018,0.000,0.007,0.089,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026594,2.108,0.312,0.000,0.000,2.420,1.778,0.170,0.000,0.036,1.984,2.026,0.209,0.000,0.036,2.270,1.829,0.146,0.000,0.036,2.010,0.083,0.004,0.000,0.009,0.096,0.114,0.036,0.000,0.009,0.160,0.081,0.012,0.000,0.009,0.102,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026595,1.777,0.058,0.000,0.000,1.835,1.430,0.041,0.000,0.036,1.506,1.622,0.050,0.000,0.036,1.707,1.480,0.035,0.000,0.036,1.551,0.068,0.003,0.000,0.009,0.080,0.092,0.002,0.000,0.009,0.104,0.067,0.001,0.000,0.009,0.077,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026596,1.671,0.091,0.000,0.000,1.762,1.350,0.066,0.000,0.029,1.445,1.544,0.080,0.000,0.029,1.653,1.394,0.059,0.000,0.029,1.482,0.063,0.003,0.000,0.007,0.074,0.087,0.005,0.000,0.007,0.099,0.061,0.003,0.000,0.007,0.072,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026597,2.196,0.479,0.000,0.000,2.674,1.588,0.302,0.000,0.042,1.932,1.867,0.373,0.000,0.042,2.282,1.662,0.272,0.000,0.042,1.976,0.076,0.020,0.000,0.011,0.107,0.097,0.040,0.000,0.011,0.147,0.074,0.014,0.000,0.011,0.099,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026598,2.461,0.216,0.000,0.000,2.677,1.600,0.144,0.000,0.033,1.778,1.930,0.178,0.000,0.033,2.141,1.670,0.126,0.000,0.033,1.829,0.072,0.012,0.000,0.008,0.092,0.092,0.015,0.000,0.008,0.115,0.069,0.005,0.000,0.008,0.082,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026599,0.803,0.437,0.014,0.000,1.254,0.615,0.324,0.088,0.025,1.051,0.319,0.350,0.189,0.025,0.882,0.290,0.269,0.100,0.025,0.684,0.029,0.013,0.010,0.006,0.058,0.018,0.025,0.027,0.006,0.077,0.013,0.006,0.017,0.006,0.042,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026600,1.393,0.140,0.000,0.000,1.534,1.198,0.089,0.000,0.028,1.314,1.345,0.113,0.000,0.028,1.486,1.232,0.077,0.000,0.028,1.337,0.057,0.003,0.000,0.007,0.067,0.078,0.008,0.000,0.007,0.093,0.056,0.003,0.000,0.007,0.066,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026601,1.608,0.065,0.000,0.000,1.673,1.348,0.050,0.000,0.030,1.428,1.523,0.062,0.000,0.030,1.615,1.392,0.044,0.000,0.030,1.466,0.063,0.002,0.000,0.008,0.073,0.086,0.000,0.000,0.008,0.094,0.062,0.000,0.000,0.008,0.070,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026602,1.657,0.000,0.000,0.000,1.657,1.388,0.000,0.000,0.031,1.419,1.560,0.000,0.000,0.031,1.591,1.429,0.000,0.000,0.031,1.460,0.066,0.000,0.000,0.008,0.074,0.091,0.000,0.000,0.008,0.099,0.064,0.000,0.000,0.008,0.072,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026603,1.410,0.438,0.000,0.000,1.848,1.243,0.237,0.000,0.032,1.512,1.371,0.287,0.000,0.032,1.691,1.292,0.204,0.000,0.032,1.528,0.061,0.006,0.000,0.008,0.076,0.085,0.041,0.000,0.008,0.134,0.060,0.015,0.000,0.008,0.083,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026604,1.314,0.156,0.000,0.000,1.471,1.202,0.099,0.000,0.032,1.332,1.308,0.121,0.000,0.032,1.460,1.247,0.083,0.000,0.032,1.362,0.059,0.003,0.000,0.008,0.070,0.083,0.011,0.000,0.008,0.102,0.058,0.004,0.000,0.008,0.070,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026605,3.062,0.129,0.000,0.000,3.191,1.919,0.061,0.000,0.032,2.012,2.664,0.078,0.000,0.032,2.773,1.975,0.052,0.000,0.032,2.058,0.074,0.001,0.000,0.008,0.083,0.081,0.015,0.000,0.008,0.103,0.066,0.005,0.000,0.008,0.079,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026606,3.379,0.180,0.000,0.000,3.560,2.023,0.140,0.000,0.034,2.197,2.813,0.163,0.000,0.034,3.010,2.082,0.104,0.000,0.034,2.220,0.079,0.012,0.000,0.009,0.100,0.092,0.032,0.000,0.009,0.133,0.071,0.015,0.000,0.009,0.094,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026607,4.654,9.845,0.000,0.000,14.499,2.660,6.386,0.000,0.051,9.096,3.704,7.756,0.000,0.051,11.511,2.738,5.147,0.000,0.051,7.936,0.106,0.217,0.000,0.013,0.336,0.125,0.592,0.000,0.013,0.731,0.096,0.541,0.000,0.013,0.650,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026608,2.504,0.208,0.000,0.000,2.712,1.565,0.157,0.000,0.024,1.746,2.178,0.181,0.000,0.024,2.382,1.614,0.113,0.000,0.024,1.751,0.058,0.014,0.000,0.006,0.079,0.062,0.039,0.000,0.006,0.107,0.053,0.016,0.000,0.006,0.076,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026609,2.251,0.291,0.000,0.000,2.542,1.408,0.137,0.000,0.021,1.566,1.961,0.187,0.000,0.021,2.170,1.453,0.111,0.000,0.021,1.585,0.052,0.006,0.000,0.006,0.064,0.058,0.037,0.000,0.006,0.101,0.047,0.012,0.000,0.006,0.065,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026610,0.803,0.209,0.017,0.000,1.028,0.706,0.097,0.110,0.030,0.943,0.357,0.106,0.236,0.030,0.729,0.330,0.077,0.125,0.030,0.562,0.034,0.003,0.012,0.008,0.057,0.021,0.010,0.034,0.008,0.073,0.015,0.007,0.022,0.008,0.052,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026611,1.623,1.233,0.000,0.000,2.856,1.332,0.580,0.000,0.028,1.940,1.536,0.745,0.000,0.028,2.309,1.369,0.495,0.000,0.028,1.891,0.062,0.010,0.000,0.007,0.079,0.085,0.136,0.000,0.007,0.228,0.060,0.045,0.000,0.007,0.111,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026612,2.449,0.623,0.000,0.000,3.072,2.133,0.334,0.000,0.045,2.512,2.387,0.423,0.000,0.045,2.855,2.186,0.286,0.000,0.045,2.518,0.100,0.009,0.000,0.012,0.121,0.144,0.056,0.000,0.012,0.211,0.098,0.018,0.000,0.012,0.128,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026613,2.984,0.916,0.000,0.000,3.899,2.040,0.728,0.000,0.025,2.793,2.720,0.853,0.000,0.025,3.597,2.109,0.593,0.000,0.025,2.727,0.079,0.052,0.000,0.006,0.137,0.091,0.126,0.000,0.006,0.223,0.074,0.075,0.000,0.006,0.155,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026614,2.925,1.014,0.000,0.000,3.940,1.893,0.638,0.000,0.022,2.554,2.535,0.790,0.000,0.022,3.347,1.965,0.530,0.000,0.022,2.517,0.074,0.026,0.000,0.006,0.105,0.084,0.098,0.000,0.006,0.188,0.069,0.057,0.000,0.006,0.132,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
,,E01026615,1.809,0.039,0.000,0.000,1.849,1.413,0.025,0.000,0.024,1.462,1.717,0.029,0.000,0.024,1.771,1.448,0.022,0.000,0.024,1.494,0.061,0.002,0.000,0.006,0.069,0.080,0.006,0.000,0.006,0.093,0.058,0.002,0.000,0.006,0.067,Great Yarmouth,Norfolk,New Anglia,EPN,,,,,
