,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,variable,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,units,units,units,units,number of homes connected,total homes with low carbon heating,,,,,,,,,
,,E01004738,885.00,0.65,57.46,80.09,0.00,138.57,276.78,0.24,21.09,27.91,10.73,227.07,287.04,0.30,32.52,31.99,3.21,227.07,295.08,2.29,302.95,182.29,0.00,397.47,885.00,0.72,98.97,84.36,37.90,663.04,885.00,0.67,135.99,73.45,11.85,663.04,885.00,Westminster,Westminster,London,LPN,,,,,
,,E01004739,1023.00,0.61,106.13,172.77,0.00,160.18,439.70,0.23,55.57,58.95,1.79,262.47,379.02,0.28,57.48,71.77,0.00,262.47,392.01,1.57,276.15,285.83,0.00,459.45,1023.00,0.49,122.64,128.85,4.58,766.43,1023.00,0.49,129.39,126.69,0.00,766.43,1023.00,Westminster,Westminster,London,LPN,,,,,
,,E01004740,787.00,0.00,95.34,51.75,0.00,123.23,270.32,0.00,38.07,17.95,10.02,201.92,267.96,0.00,36.52,21.12,1.79,201.92,261.35,0.00,333.30,100.24,0.00,353.46,787.00,0.00,115.82,49.36,32.19,589.62,787.00,0.00,138.66,51.69,7.04,589.62,787.00,Westminster,Westminster,London,LPN,,,,,
,,E01004741,787.00,0.00,66.92,66.40,0.00,123.23,256.55,0.00,25.66,23.28,11.84,201.92,262.70,0.00,31.45,27.07,1.43,201.92,261.87,0.00,294.15,139.39,0.00,353.46,787.00,0.00,93.32,65.28,38.78,589.62,787.00,0.00,128.76,63.25,5.37,589.62,787.00,Westminster,Westminster,London,LPN,,,,,
,,E01004742,826.00,1.23,50.76,47.71,0.00,129.34,229.04,0.46,16.03,16.50,10.30,211.93,255.23,0.56,27.24,19.23,1.07,211.93,260.03,4.94,326.26,123.83,0.00,370.97,826.00,1.61,104.08,58.67,42.80,618.84,826.00,1.51,148.36,52.60,4.69,618.84,826.00,Westminster,Westminster,London,LPN,,,,,
,,E01004743,966.00,0.00,64.03,128.15,0.00,151.26,343.44,0.00,12.62,50.71,11.08,247.85,322.26,0.00,28.70,55.63,1.78,247.85,333.96,0.00,272.28,259.87,0.00,433.85,966.00,0.00,58.96,146.03,37.29,723.73,966.00,0.00,112.91,123.02,6.34,723.73,966.00,Westminster,Westminster,London,LPN,,,,,
,,E01004744,876.00,1.27,47.32,82.31,0.00,137.16,268.07,0.48,14.52,28.98,11.09,224.76,279.82,0.58,24.94,33.02,4.71,224.76,288.00,4.89,273.59,204.09,0.00,393.43,876.00,1.58,76.85,97.61,43.66,656.30,876.00,1.43,116.64,82.69,18.94,656.30,876.00,Westminster,Westminster,London,LPN,,,,,
,,E01004745,1631.00,3.12,151.61,189.46,0.00,255.38,599.57,1.17,37.86,67.39,21.95,418.47,546.84,1.42,58.17,76.56,2.14,418.47,556.76,8.86,542.17,347.45,0.00,732.52,1631.00,3.26,141.59,191.37,72.83,1221.95,1631.00,3.15,225.20,172.92,7.78,1221.95,1631.00,Westminster,Westminster,London,LPN,,,,,
,,E01004746,832.00,1.26,37.33,63.08,0.00,130.28,231.94,0.47,12.37,21.81,9.75,213.47,257.87,0.57,21.87,25.00,3.99,213.47,264.91,5.57,272.43,180.33,0.00,373.67,832.00,1.74,81.80,82.18,42.94,623.34,832.00,1.57,119.56,69.65,17.89,623.34,832.00,Westminster,Westminster,London,LPN,,,,,
,,E01004747,1266.00,1.25,57.44,87.90,0.00,198.23,344.82,0.47,17.06,31.45,14.33,324.82,388.13,0.57,30.67,36.89,12.47,324.82,405.41,5.67,434.13,257.61,0.00,568.59,1266.00,1.80,127.44,122.85,65.42,948.49,1266.00,1.48,164.98,97.88,53.17,948.49,1266.00,Westminster,Westminster,London,LPN,,,,,
,,E01004748,747.00,1.95,57.13,58.39,0.00,116.97,234.44,0.73,14.68,20.36,15.25,191.66,242.69,0.89,24.33,21.80,0.72,191.66,239.39,6.74,274.58,130.19,0.00,335.49,747.00,2.32,61.62,65.80,57.61,559.65,747.00,2.36,123.01,58.87,3.11,559.65,747.00,Westminster,Westminster,London,LPN,,,,,
,,E01004749,1339.00,1.32,72.91,113.47,0.00,209.66,397.37,0.49,21.21,40.27,23.74,343.55,429.26,0.60,41.71,45.42,7.52,343.55,438.80,4.92,459.34,273.37,0.00,601.37,1339.00,1.53,119.77,127.03,87.48,1003.18,1339.00,1.39,199.04,106.92,28.47,1003.18,1339.00,Westminster,Westminster,London,LPN,,,,,
,,E01004750,1185.00,1.25,99.20,132.27,0.00,185.55,418.26,0.47,38.34,47.99,15.67,304.04,406.51,0.57,45.70,54.57,8.19,304.04,413.07,3.80,389.19,259.80,0.00,532.21,1185.00,1.20,122.63,125.49,47.88,887.81,1185.00,1.16,156.18,112.67,27.19,887.81,1185.00,Westminster,Westminster,London,LPN,,,,,
,,E01004751,1003.00,0.65,64.86,78.37,0.00,157.05,300.94,0.24,21.48,27.62,15.02,257.34,321.71,0.30,36.86,30.84,1.07,257.34,326.41,2.34,368.92,181.28,0.00,450.47,1003.00,0.74,112.12,84.81,53.88,751.45,1003.00,0.71,172.24,74.45,4.15,751.45,1003.00,Westminster,Westminster,London,LPN,,,,,
,,E01004752,930.00,0.65,49.67,53.11,0.00,145.62,249.05,0.24,15.63,18.00,13.58,238.61,286.07,0.30,25.72,22.36,1.80,238.61,288.80,2.79,362.84,146.69,0.00,417.68,930.00,0.88,108.32,65.94,58.11,696.76,930.00,0.84,159.62,64.43,8.36,696.76,930.00,Westminster,Westminster,London,LPN,,,,,
,,E01004753,1066.00,1.28,53.56,61.26,0.00,166.91,283.02,0.48,16.27,20.91,9.16,273.51,320.32,0.58,28.52,25.66,0.00,273.51,328.27,5.49,411.76,169.99,0.00,478.76,1066.00,1.79,145.52,79.42,40.63,798.65,1066.00,1.70,189.48,76.17,0.00,798.65,1066.00,Westminster,Westminster,London,LPN,,,,,
,,E01004754,713.00,5.07,60.65,81.87,0.00,0.00,147.59,1.90,30.68,63.24,66.64,0.00,162.46,2.31,77.09,71.90,17.38,0.00,168.68,21.82,463.56,227.62,0.00,0.00,713.00,6.82,190.12,231.30,284.75,0.00,713.00,6.10,438.21,193.51,75.17,0.00,713.00,Westminster,Westminster,London,LPN,,,,,
,,E01004755,935.00,0.62,50.19,94.52,0.00,146.40,291.73,0.23,16.59,33.78,10.56,239.90,301.05,0.28,28.34,38.11,20.08,239.90,326.71,2.22,294.34,218.51,0.00,419.93,935.00,0.69,93.43,102.83,37.55,700.50,935.00,0.52,101.64,71.65,60.68,700.50,935.00,Westminster,Westminster,London,LPN,,,,,
,,E01004756,925.00,0.63,45.63,62.59,0.00,144.84,253.69,0.24,13.19,21.73,12.72,237.33,285.20,0.29,27.29,24.70,1.81,237.33,291.41,2.60,341.28,165.69,0.00,415.44,925.00,0.82,103.02,76.11,52.05,693.01,925.00,0.76,157.40,66.05,7.78,693.01,925.00,Westminster,Westminster,London,LPN,,,,,
,,E01004757,680.00,5.29,64.94,59.76,0.00,0.00,129.99,1.98,26.59,45.65,77.16,0.00,151.38,2.41,77.16,55.31,23.66,0.00,158.54,21.14,504.55,154.31,0.00,0.00,680.00,6.65,209.24,156.01,308.09,0.00,680.00,5.77,446.49,134.95,92.79,0.00,680.00,Westminster,Westminster,London,LPN,,,,,
,,E01004760,790.00,0.66,45.30,42.98,0.00,123.70,212.64,0.25,14.92,14.73,11.05,202.69,243.64,0.30,21.52,17.82,1.80,202.69,244.14,2.83,313.11,119.25,0.00,354.81,790.00,0.90,94.87,54.54,47.82,591.87,790.00,0.88,135.23,53.36,8.66,591.87,790.00,Westminster,Westminster,London,LPN,,,,,
,,E01004761,1774.00,2.36,123.35,141.16,0.00,326.79,593.66,0.88,44.11,50.06,26.90,503.93,625.88,1.08,50.21,55.54,5.44,503.93,616.20,8.53,604.05,329.27,0.00,832.15,1774.00,2.71,170.34,156.12,98.02,1346.81,1774.00,2.87,249.67,150.90,23.76,1346.81,1774.00,Westminster,Westminster,London,LPN,,,,,
,,E01004762,1524.00,1.81,158.83,128.50,0.00,266.70,555.84,0.68,59.22,45.47,22.77,418.95,547.09,0.83,44.19,53.41,3.12,418.95,520.49,5.20,565.75,238.17,0.00,714.88,1524.00,1.72,179.23,117.37,68.66,1157.01,1524.00,2.11,212.97,138.87,13.04,1157.01,1524.00,Westminster,Westminster,London,LPN,,,,,
,,E01004763,1641.00,2.76,97.61,98.55,0.00,498.78,697.70,1.03,15.63,34.80,17.92,631.56,700.94,1.26,32.74,40.63,3.75,631.56,709.93,9.97,500.30,229.94,0.00,900.79,1641.00,3.84,115.18,131.48,79.10,1311.40,1641.00,3.52,193.14,115.75,17.18,1311.40,1641.00,Westminster,Westminster,London,LPN,,,,,
,,E01004765,1332.00,0.78,42.04,49.38,0.00,613.43,705.62,0.29,10.46,16.81,12.27,683.51,723.34,0.36,19.34,20.88,3.70,683.51,727.78,3.34,301.68,136.29,0.00,890.70,1332.00,1.10,80.41,64.50,54.99,1131.00,1332.00,1.00,122.98,59.97,17.06,1131.00,1332.00,Westminster,Westminster,London,LPN,,,,,
,,E01015589,792.00,26.70,54.88,230.84,0.00,0.00,312.43,10.00,47.43,179.26,31.54,0.00,268.24,12.18,76.25,219.11,4.33,0.00,311.85,84.16,238.07,469.77,0.00,0.00,792.00,27.67,156.24,504.41,103.69,0.00,792.00,26.08,272.57,478.18,15.17,0.00,792.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015591,601.00,0.00,71.89,0.00,0.00,0.00,71.89,0.00,16.09,0.00,104.84,0.00,120.93,0.00,82.16,0.00,13.02,0.00,95.18,0.00,601.00,0.00,0.00,0.00,601.00,0.00,197.02,0.00,403.98,0.00,601.00,0.00,548.73,0.00,52.27,0.00,601.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015592,643.00,0.00,77.72,0.00,0.00,0.00,77.72,0.00,17.00,0.00,114.79,0.00,131.79,0.00,89.04,0.00,11.74,0.00,100.78,0.00,643.00,0.00,0.00,0.00,643.00,0.00,205.76,0.00,437.24,0.00,643.00,0.00,595.76,0.00,47.24,0.00,643.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015593,608.00,0.00,70.97,18.13,0.00,0.00,89.10,0.00,16.31,15.94,100.62,0.00,132.86,0.00,84.68,15.76,8.85,0.00,109.29,0.00,563.45,44.55,0.00,0.00,608.00,0.00,182.59,50.78,374.62,0.00,608.00,0.00,534.35,38.72,34.94,0.00,608.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015594,917.00,2.71,103.36,17.55,0.00,0.00,123.62,1.01,25.66,13.28,152.09,0.00,192.04,1.24,118.11,16.80,15.88,0.00,152.02,10.89,860.53,45.57,0.00,0.00,917.00,3.38,266.72,44.99,601.92,0.00,917.00,3.17,803.33,43.87,66.63,0.00,917.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015595,647.00,0.00,97.44,9.19,0.00,0.00,106.63,0.00,49.11,6.74,96.05,0.00,151.90,0.00,112.58,7.86,11.69,0.00,132.13,0.00,625.33,21.67,0.00,0.00,647.00,0.00,276.97,20.98,349.05,0.00,647.00,0.00,584.11,18.54,44.35,0.00,647.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015596,603.00,0.00,69.86,11.45,0.00,0.00,81.30,0.00,18.68,8.00,100.18,0.00,126.86,0.00,80.59,10.47,8.87,0.00,99.93,0.00,573.95,29.05,0.00,0.00,603.00,0.00,192.18,26.28,384.54,0.00,603.00,0.00,539.77,26.77,36.47,0.00,603.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015597,649.00,0.00,81.36,1.21,0.00,0.00,82.57,0.00,17.00,0.99,109.86,0.00,127.85,0.00,86.86,0.95,11.89,0.00,99.70,0.00,645.96,3.04,0.00,0.00,649.00,0.00,212.84,3.32,432.83,0.00,649.00,0.00,597.29,2.45,49.26,0.00,649.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015598,645.00,0.00,78.08,6.72,0.00,0.00,84.80,0.00,24.21,5.00,104.42,0.00,133.62,0.00,88.65,6.24,14.17,0.00,109.07,0.00,627.50,17.50,0.00,0.00,645.00,0.00,213.91,16.96,414.13,0.00,645.00,0.00,570.59,16.01,58.40,0.00,645.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015599,1116.00,12.67,134.54,180.30,0.00,0.00,327.51,4.74,53.43,168.46,102.39,0.00,329.03,5.78,192.80,147.97,11.57,0.00,358.11,40.62,702.10,373.28,0.00,0.00,1116.00,13.06,296.19,471.74,335.00,0.00,1116.00,11.83,756.53,308.84,38.80,0.00,1116.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015600,619.00,0.75,41.45,37.00,0.00,96.92,176.13,0.28,6.80,15.27,18.33,158.82,199.50,0.34,26.90,11.85,1.87,158.82,199.78,2.54,257.61,80.84,0.00,278.01,619.00,0.80,48.83,43.97,61.65,463.76,619.00,0.73,122.27,25.72,6.52,463.76,619.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015601,581.00,1.61,42.07,13.30,0.00,90.97,147.96,0.60,6.75,4.47,24.39,149.07,185.29,0.73,22.67,5.21,2.30,149.07,179.98,5.53,285.02,29.51,0.00,260.94,581.00,1.72,48.11,13.00,82.88,435.29,581.00,1.62,124.10,11.70,8.30,435.29,581.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015602,1147.00,21.97,70.19,85.90,0.00,179.60,357.65,8.22,14.27,30.41,31.96,294.29,379.15,10.02,40.88,35.15,3.28,294.29,383.61,68.30,391.08,172.47,0.00,515.14,1147.00,22.27,78.81,83.76,102.82,859.34,1147.00,20.51,182.82,73.33,11.00,859.34,1147.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015603,806.00,60.76,103.19,23.87,0.00,0.00,187.83,22.75,28.81,17.92,130.02,0.00,199.49,27.71,120.60,21.36,10.65,0.00,180.32,173.75,588.17,44.08,0.00,0.00,806.00,64.76,249.70,51.86,439.69,0.00,806.00,60.02,661.06,47.16,37.76,0.00,806.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015604,511.00,0.00,69.12,9.60,0.00,0.00,78.72,0.00,18.08,7.23,98.12,0.00,123.44,0.00,79.73,9.10,9.41,0.00,98.24,0.00,489.80,21.20,0.00,0.00,511.00,0.00,161.63,20.72,328.65,0.00,511.00,0.00,457.46,20.12,33.42,0.00,511.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015605,640.00,0.00,77.58,2.27,0.00,0.00,79.85,0.00,11.89,1.56,134.98,0.00,148.44,0.00,88.85,2.41,11.98,0.00,103.25,0.00,634.36,5.64,0.00,0.00,640.00,0.00,134.53,4.96,500.51,0.00,640.00,0.00,586.41,5.96,47.63,0.00,640.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015606,746.00,2.61,85.71,33.09,0.00,0.00,121.41,0.98,24.85,26.13,120.39,0.00,172.35,1.19,102.01,29.21,13.04,0.00,145.46,9.94,654.69,81.38,0.00,0.00,746.00,3.08,208.10,83.79,451.03,0.00,746.00,2.87,619.73,71.84,51.56,0.00,746.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015607,671.00,0.00,78.11,10.23,0.00,0.00,88.34,0.00,23.29,5.44,106.66,0.00,135.39,0.00,88.84,9.60,22.27,0.00,120.71,0.00,645.10,25.90,0.00,0.00,671.00,0.00,242.52,17.93,410.55,0.00,671.00,0.00,562.26,22.98,85.76,0.00,671.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015608,655.00,2.59,77.05,11.54,0.00,0.00,91.17,0.97,15.15,8.59,124.75,0.00,149.46,1.18,92.54,7.66,11.91,0.00,113.29,9.85,616.84,28.31,0.00,0.00,655.00,3.04,160.53,27.36,464.07,0.00,655.00,2.85,586.37,18.81,46.98,0.00,655.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015609,672.00,0.00,79.46,14.43,0.00,0.00,93.90,0.00,17.51,11.99,116.65,0.00,146.15,0.00,92.32,14.32,9.13,0.00,115.76,0.00,636.74,35.26,0.00,0.00,672.00,0.00,202.99,37.91,431.10,0.00,672.00,0.00,600.73,35.20,36.07,0.00,672.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015610,703.00,0.00,83.99,6.85,0.00,0.00,90.84,0.00,17.32,4.37,135.18,0.00,156.86,0.00,95.65,6.95,11.97,0.00,114.57,0.00,685.88,17.12,0.00,0.00,703.00,0.00,182.67,14.01,506.32,0.00,703.00,0.00,637.45,17.40,48.15,0.00,703.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015611,1135.00,0.00,132.62,100.25,0.00,0.00,232.87,0.00,46.22,76.93,163.02,0.00,286.16,0.00,149.97,93.05,11.72,0.00,254.74,0.00,902.43,232.57,0.00,0.00,1135.00,0.00,316.92,235.37,582.72,0.00,1135.00,0.00,865.83,223.86,45.31,0.00,1135.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015612,920.00,5.34,112.63,69.52,0.00,0.00,187.49,2.00,46.23,55.01,128.78,0.00,232.02,2.44,148.36,47.24,14.69,0.00,212.73,18.79,743.33,157.88,0.00,0.00,920.00,5.90,297.34,165.12,451.63,0.00,920.00,5.49,751.95,108.40,54.17,0.00,920.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015613,658.00,2.52,72.95,61.12,0.00,0.00,136.59,0.94,27.62,51.53,84.02,0.00,164.12,1.15,99.43,46.33,8.60,0.00,155.51,9.36,502.13,146.51,0.00,0.00,658.00,2.91,185.30,161.73,308.06,0.00,658.00,2.70,511.56,110.72,33.03,0.00,658.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015614,804.00,5.14,85.43,94.94,0.00,0.00,185.51,1.93,35.50,74.02,109.50,0.00,220.95,2.34,111.64,82.87,10.04,0.00,206.89,18.44,565.73,219.84,0.00,0.00,804.00,5.70,189.88,222.99,385.42,0.00,804.00,5.36,568.06,192.98,37.59,0.00,804.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015615,783.00,0.00,89.87,33.87,0.00,0.00,123.74,0.00,22.74,27.41,133.67,0.00,183.82,0.00,109.38,26.22,23.35,0.00,158.95,0.00,699.08,83.92,0.00,0.00,783.00,0.00,197.90,87.35,497.75,0.00,783.00,0.00,632.82,61.76,88.41,0.00,783.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015616,795.00,2.65,94.82,25.37,0.00,0.00,122.83,0.99,23.28,20.95,137.36,0.00,182.59,1.21,115.67,19.24,10.61,0.00,146.73,9.87,724.12,61.02,0.00,0.00,795.00,3.06,222.15,65.80,503.98,0.00,795.00,2.89,703.70,46.87,41.54,0.00,795.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015617,603.00,11.00,58.20,107.06,0.00,0.00,176.26,4.12,33.52,77.96,69.33,0.00,184.92,5.02,76.47,97.28,7.31,0.00,186.07,35.60,343.71,223.69,0.00,0.00,603.00,11.25,150.29,216.51,224.96,0.00,603.00,10.65,356.49,210.46,25.40,0.00,603.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015618,567.00,25.79,52.31,95.58,0.00,0.00,173.69,9.66,22.63,73.62,65.32,0.00,171.22,11.76,65.82,91.42,7.34,0.00,176.34,80.00,295.59,191.41,0.00,0.00,567.00,27.16,111.11,210.51,218.21,0.00,567.00,25.27,315.75,200.15,25.83,0.00,567.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015619,915.00,2.78,103.50,49.77,0.00,0.00,156.06,1.04,24.93,39.26,166.08,0.00,231.30,1.27,122.56,45.56,11.71,0.00,181.10,10.47,783.46,121.07,0.00,0.00,915.00,3.20,182.96,122.64,606.20,0.00,915.00,3.07,752.83,112.58,46.52,0.00,915.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015620,814.00,10.23,84.75,68.82,0.00,0.00,163.80,3.83,30.66,53.21,114.62,0.00,202.33,4.66,102.97,61.94,12.86,0.00,182.44,38.42,608.67,166.92,0.00,0.00,814.00,12.13,198.92,171.46,431.48,0.00,814.00,11.38,597.19,154.01,51.41,0.00,814.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015621,1303.00,55.10,156.43,133.02,0.00,0.00,344.55,20.63,52.60,122.60,154.16,0.00,349.98,25.12,201.92,110.61,20.02,0.00,357.67,171.57,864.01,267.43,0.00,0.00,1303.00,59.52,355.40,359.68,528.40,0.00,1303.00,54.07,935.85,242.53,70.55,0.00,1303.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015622,1216.00,2.48,147.00,113.60,0.00,0.00,263.08,0.93,57.87,98.79,164.36,0.00,321.95,1.13,173.52,92.65,14.30,0.00,281.60,8.93,943.07,264.00,0.00,0.00,1216.00,2.77,331.66,299.46,582.11,0.00,1216.00,2.70,932.35,225.09,55.86,0.00,1216.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015623,814.00,5.78,93.26,20.16,0.00,0.00,119.20,2.16,18.25,15.88,150.52,0.00,186.81,2.63,116.84,10.46,14.56,0.00,144.50,22.01,742.40,49.59,0.00,0.00,814.00,6.85,189.83,51.14,566.18,0.00,814.00,6.39,723.85,25.88,57.88,0.00,814.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015624,789.00,5.04,87.95,25.35,0.00,0.00,118.34,1.89,23.27,19.11,126.21,0.00,170.47,2.30,101.76,24.42,13.05,0.00,141.52,19.56,705.88,63.55,0.00,0.00,789.00,6.13,232.44,63.15,487.28,0.00,789.00,5.73,667.97,62.03,53.28,0.00,789.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015627,802.00,13.33,78.25,174.03,0.00,0.00,265.61,4.99,48.12,132.86,78.48,0.00,264.45,6.08,97.92,165.66,10.20,0.00,279.85,41.39,411.67,348.94,0.00,0.00,802.00,13.07,190.90,353.83,244.20,0.00,802.00,12.31,414.01,341.87,33.82,0.00,802.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015628,815.00,15.65,72.65,136.31,0.00,0.00,224.62,5.86,31.81,106.03,95.66,0.00,239.37,7.14,90.23,130.53,4.35,0.00,232.25,54.48,454.11,306.41,0.00,0.00,815.00,17.31,143.67,318.40,335.62,0.00,815.00,16.72,469.94,311.63,16.70,0.00,815.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015629,694.00,8.28,79.30,30.61,0.00,0.00,118.19,3.10,22.38,22.84,116.16,0.00,164.47,3.78,91.13,29.41,13.07,0.00,137.38,30.61,590.31,73.08,0.00,0.00,694.00,9.69,180.57,72.56,431.19,0.00,694.00,9.05,561.79,71.85,51.31,0.00,694.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015630,644.00,24.64,58.84,112.21,0.00,0.00,195.69,9.23,14.22,89.97,96.80,0.00,210.22,11.24,72.18,111.86,0.00,0.00,195.28,76.45,342.78,224.77,0.00,0.00,644.00,25.15,56.02,249.36,313.47,0.00,644.00,24.60,369.93,249.47,0.00,0.00,644.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015632,738.00,2.77,90.15,19.40,0.00,0.00,112.32,1.04,25.25,14.86,123.28,0.00,164.43,1.26,108.78,14.25,12.13,0.00,136.43,10.13,682.05,45.82,0.00,0.00,738.00,3.16,242.41,46.04,446.39,0.00,738.00,2.95,654.79,33.89,46.37,0.00,738.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015633,1021.00,5.34,121.03,5.56,0.00,0.00,131.93,2.00,17.95,4.27,210.41,0.00,234.63,2.43,139.20,4.95,19.13,0.00,165.72,20.53,986.66,13.81,0.00,0.00,1021.00,6.33,209.28,13.75,791.65,0.00,1021.00,5.98,925.66,12.40,76.97,0.00,1021.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015634,767.00,5.68,92.73,22.30,0.00,0.00,120.71,2.13,29.41,15.51,130.96,0.00,178.01,2.59,107.83,20.02,12.00,0.00,142.44,21.45,691.20,54.34,0.00,0.00,767.00,6.73,218.47,49.87,491.93,0.00,767.00,6.34,662.61,49.92,48.12,0.00,767.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015635,646.00,26.11,63.86,98.26,0.00,0.00,188.23,9.78,28.13,75.01,78.99,0.00,191.91,11.91,78.84,92.80,8.63,0.00,192.17,81.68,365.84,198.48,0.00,0.00,646.00,27.45,140.96,214.14,263.45,0.00,646.00,25.72,385.50,204.25,30.53,0.00,646.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015636,500.00,13.49,30.33,93.95,0.00,0.00,137.77,5.05,22.85,71.50,23.01,0.00,122.40,6.15,38.01,91.07,1.45,0.00,136.68,55.62,194.21,250.17,0.00,0.00,500.00,18.47,115.67,265.90,99.96,0.00,500.00,17.61,209.84,265.75,6.80,0.00,500.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015637,608.00,0.00,72.88,0.00,0.00,0.00,72.88,0.00,13.58,0.00,116.35,0.00,129.92,0.00,83.56,0.00,10.28,0.00,93.85,0.00,608.00,0.00,0.00,0.00,608.00,0.00,164.46,0.00,443.54,0.00,608.00,0.00,566.12,0.00,41.88,0.00,608.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015638,618.00,5.24,75.00,18.13,0.00,0.00,98.36,1.96,21.46,13.31,106.46,0.00,143.19,2.39,87.61,14.14,10.02,0.00,114.16,19.83,553.86,44.31,0.00,0.00,618.00,6.30,162.08,43.45,406.17,0.00,618.00,5.91,535.87,35.63,40.60,0.00,618.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
,,E01015639,726.00,2.57,90.61,5.19,0.00,0.00,98.38,0.96,30.53,3.73,115.89,0.00,151.11,1.17,103.49,4.57,10.19,0.00,119.41,10.12,702.69,13.19,0.00,0.00,726.00,3.17,257.10,12.47,453.26,0.00,726.00,3.00,668.57,11.87,42.56,0.00,726.00,Peterborough,Peterborough,Greater Cambridge and Greater Peterborough,EPN,,,,,
