LSOA11CD,2020,2030,2050
E01000001,26.74,21.8,9.96
E01000002,23.46,20.24,10.63
E01000003,26.53,22.61,9.64
E01000005,25.86,13.2,3.96
E01000006,16.77,10.32,6.79
E01000007,31.73,13.4,6.72
E01000008,3.55,2.23,3.6
E01000009,18.3,8.42,5.05
E01000010,20.54,7.24,2.52
E01000011,7.5,6.11,6.09
E01000012,34.77,14.96,5.19
E01000013,5.16,6.46,6.24
E01000014,6.85,5.97,5.68
E01000015,3.72,4.29,4.65
E01000016,11.3,7.29,5.9
E01000017,5.97,5.49,5.48
E01000018,4.14,4.13,5.48
E01000019,6.08,5.96,6.14
E01000020,8.83,5.01,6.52
E01000021,16.55,11.67,7.84
E01000022,19.53,10.08,8.08
E01000023,33.39,19.59,12.08
E01000024,5.32,5.47,6.72
E01000025,0.39,1.06,2.27
E01000027,18.09,9.31,7.32
E01000028,13.07,6.96,4.05
E01000029,19.04,9.75,9.97
E01000030,28.66,6.23,5.01
E01000031,13.48,8.68,8.37
E01000032,13.18,7.83,9.45
E01000033,36.97,6.43,5.01
E01000034,10.12,5.44,6.23
E01000035,10.84,8.09,6.11
E01000036,4.83,5.3,9.36
E01000037,3.66,4.24,5.91
E01000038,6.7,6.08,7.97
E01000039,10.93,7.26,6.59
E01000040,17.93,8.96,6.12
E01000041,2.96,3.31,4.64
E01000042,19.34,9.79,6.86
E01000043,8.79,9.38,8.75
E01000044,7.95,5.15,6.96
E01000045,10.28,7.98,5.89
E01000046,6.73,5.53,5.43
E01000048,17.23,28.35,4.62
E01000049,28.01,20.01,4.85
E01000050,17.66,9.27,3.92
E01000051,19.28,27.85,4.93
E01000052,12.54,5.32,2.15
E01000053,31.32,11.83,5.15
E01000054,3.7,4.21,5.17
E01000055,3.08,3.97,5.34
E01000056,10.39,4.38,4.81
E01000057,4.72,5.41,5.55
E01000058,2.75,4.03,5.03
E01000059,4.13,4.43,4.73
E01000060,28.97,18.4,6.01
E01000061,36.94,39.78,1.01
E01000062,20.5,8.63,5.73
E01000063,5.06,5.95,6.02
E01000064,22.72,8.69,6.36
E01000065,11.41,6.73,4.21
E01000066,16.24,7.84,6.56
E01000067,3.52,5.12,6.53
E01000068,4.86,4.78,9.32
E01000069,4.29,4.6,7.96
E01000070,10.18,7.79,10.06
E01000071,16.76,5.82,6.2
E01000072,22.09,7.64,6.34
E01000073,4.96,4.21,4.86
E01000074,6.47,5.73,5.47
E01000075,9.36,6.28,6.89
E01000076,4.27,4.74,5.2
E01000077,3.06,3.53,4.76
E01000078,6.2,5.64,6.69
E01000079,5.82,5.07,4.62
E01000080,9.47,5.63,5.29
E01000081,4.34,4.22,4.79
E01000082,5.27,6.09,6.97
E01000083,2.97,3.1,5
E01000084,3.38,4.57,5.78
E01000085,4.84,4.53,6.05
E01000086,4.13,4.77,6.1
E01000087,6.53,5.84,6.03
E01000088,12.68,5.12,6.41
E01000089,5.3,5.2,4.99
E01000090,5.69,6.03,5.24
E01000091,22.69,10.53,5.79
E01000092,11.1,6.65,6.66
E01000093,27.99,9.42,4.65
E01000094,34.23,17.18,10.03
E01000095,15.17,8.62,6.74
E01000096,32.22,9.04,3.18
E01000097,14.99,6.94,5.07
E01000098,10.68,7,6.07
E01000099,13.23,7.63,6.39
E01000100,5.29,6.76,5.5
E01000101,5.77,5.17,6.1
E01000102,11.08,7.98,6.4
E01000103,13.55,5.86,4.64
E01000104,21.74,9.57,6.78
E01000105,22.45,13.99,8.26
E01000106,29,15.75,6.04
E01000107,7.81,7.7,7.46
E01000108,22.63,12.79,6.92
E01000109,9.98,7.39,6.93
E01000110,7.22,7.06,8.68
E01000111,14.73,8.42,6.91
E01000112,26.41,11.27,6.58
E01000113,7.9,7.53,6.04
E01000114,10.55,15.49,4.62
E01000115,8.87,9.87,17.57
E01000116,3.14,4.74,8.14
E01000117,9.61,11.54,5.79
E01000118,7.68,6.8,8.94
E01000119,4.2,5.24,11.64
E01000120,3.63,3.92,14.19
E01000121,4.76,4.82,5.11
E01000122,4.74,4.89,11.75
E01000123,6.28,7.92,9.46
E01000124,4.68,4.96,4.09
E01000125,18.48,7.72,5.22
E01000126,28.84,13.07,6.84
E01000127,3.17,4.4,5
E01000128,2.17,3.55,4.45
E01000129,12.02,9.05,6.31
E01000130,20.36,11.96,7.62
E01000131,9.69,8.32,6.99
E01000132,2.98,4.29,4.65
E01000133,7.18,5.49,5.84
E01000134,20.45,9.92,5.29
E01000135,19.51,13.15,15.44
E01000136,22.44,17.15,14.74
E01000137,24.1,14.96,6.99
E01000138,20.66,14.58,11.43
E01000139,18.01,14.07,10.16
E01000140,24.45,12.4,6.83
E01000141,21.31,12.27,5.69
E01000142,37.14,13.78,8.24
E01000143,17.79,10.67,8.51
E01000144,10.26,6.56,7.05
E01000145,11.07,22.56,11.26
E01000146,17.4,15.67,8.19
E01000147,1.31,2.09,7.94
E01000148,19.69,11.13,7.43
E01000150,28.91,17.93,11.33
E01000151,11.85,7.84,4.14
E01000152,19.98,12.75,6.7
E01000153,23.95,12.06,5.38
E01000154,1.69,5.15,0.58
E01000155,38.98,20.91,10.54
E01000156,14.91,7.35,8.88
E01000157,6.55,6.1,4.98
E01000158,11.96,9.58,8.32
E01000159,6.95,7.19,11.66
E01000160,10.91,7.33,7.02
E01000161,10.57,10.43,6.55
E01000162,7.03,7.51,7.82
E01000163,8.18,7.68,3.71
E01000164,9.01,6.54,4.18
E01000165,5.12,6.25,5.17
E01000166,12.69,8.4,6.78
E01000167,5.27,6.1,7.64
E01000168,5.37,6.5,10.22
E01000169,24.91,11.75,11.03
E01000170,13.85,9.75,10.75
E01000171,27.1,17.9,6.7
E01000172,6.43,7.81,11.44
E01000173,7.05,6.01,6.25
E01000174,14.18,8.76,7.87
E01000175,3.7,3.78,11.1
E01000176,7.44,3.45,4.25
E01000177,10.18,6.36,6.4
E01000178,10.56,6.7,10.27
E01000179,25.49,5.62,3.61
E01000180,2.73,3,4.78
E01000181,9,9.13,8.18
E01000182,17.04,11.93,5.14
E01000183,4.42,4.93,8.97
E01000184,1.58,2.24,3.42
E01000185,3.79,5.07,2.78
E01000186,7.55,10.19,12.97
E01000187,4.86,0.7,12.64
E01000188,11.54,10.3,13.53
E01000189,30.46,14.9,8.06
E01000190,12.18,10.67,14.62
E01000191,14.76,12.71,16.48
E01000192,22.97,15.22,11.74
E01000193,10.13,5.77,9.46
E01000194,11.33,13.96,8.75
E01000195,22.23,12.65,4.74
E01000196,6.73,8.92,3.89
E01000197,11.06,10.67,8.18
E01000198,14.11,11.07,14.26
E01000199,24.24,15.23,16.67
E01000200,8.29,14.79,10.17
E01000201,16.97,17.19,22.5
E01000202,14.47,13.56,14.95
E01000203,8.6,9.34,10.35
E01000204,17.65,12.32,10.95
E01000205,7.64,7.95,12.24
E01000206,29.57,23.19,21.41
E01000207,19.6,16.11,19.69
E01000208,5.05,6.99,12.65
E01000209,6.43,6.67,10.53
E01000210,4.35,5.21,10.99
E01000211,17.63,10.24,5.89
E01000212,15.3,11.6,12.32
E01000213,25.83,24.32,30.73
E01000214,22.9,14.06,11.08
E01000215,18.19,18.07,10.16
E01000216,19.61,14.23,15.82
E01000217,16.31,20.8,15.25
E01000218,15.74,9.24,10.07
E01000219,11.42,18.71,8.72
E01000220,12.53,10.9,7.14
E01000221,17.41,12.45,5.21
E01000222,9.62,14.67,5.5
E01000223,4.53,11.64,5.09
E01000224,8.02,7.88,6.7
E01000225,21.39,16.66,20.27
E01000226,5.77,6.37,4.88
E01000227,5.19,4.56,9.97
E01000228,10.3,9.98,13.3
E01000229,5.94,6.19,6.21
E01000230,12.85,11.1,13.53
E01000231,5.21,5.77,10.08
E01000232,20.93,11.23,12.29
E01000233,10.16,8.06,15.55
E01000234,16.36,13.57,11.91
E01000235,10.38,9.37,9.35
E01000236,17.98,8.8,8.56
E01000237,22.12,14.84,6.9
E01000238,9.79,12.95,8.76
E01000239,28.92,19.18,7.8
E01000240,10.38,11.88,13.56
E01000241,22.67,19.16,13.35
E01000242,30.03,20.32,12.12
E01000243,19.9,15.43,7.25
E01000244,23.67,17.39,11.27
E01000245,22.06,11.41,5.78
E01000246,12.01,10.26,11.85
E01000247,17.77,10.17,9.48
E01000248,12.53,9.14,9.73
E01000249,12.52,13.95,16.78
E01000250,17.99,14.62,8.32
E01000251,25.59,14.86,10.1
E01000252,25.22,14.53,12.31
E01000253,19.74,16.69,19.26
E01000254,13.34,11.25,11.73
E01000255,11.18,7.91,10.12
E01000256,22.45,13.13,13.08
E01000257,18.94,10.95,7.14
E01000258,16.8,10.26,12.36
E01000259,5.5,2.76,5.81
E01000260,14.46,8.35,10.33
E01000261,17.33,11.86,11.25
E01000262,15.35,10.63,10.7
E01000263,17.38,19.58,22.48
E01000264,25.49,13.62,12.69
E01000265,3.16,5.31,5.07
E01000266,13.21,13.68,22.55
E01000267,17.86,8.57,12.49
E01000268,24.91,24.99,6.46
E01000269,6.55,6.92,10.8
E01000270,23.63,12.34,11.87
E01000271,14.34,10.58,14.67
E01000272,16.08,17.66,20.33
E01000273,8.88,8.23,9.26
E01000274,4.07,5.79,9.19
E01000275,2.86,4.5,6.64
E01000276,3.55,7.35,18.88
E01000277,11.19,10.23,3.34
E01000278,4.8,5.81,16.81
E01000279,15.61,17.68,20.39
E01000280,11.86,13.05,19.51
E01000281,5.08,6.98,5
E01000282,6.45,6.26,14.7
E01000283,7.18,10.93,18.57
E01000284,6.22,5.29,5.74
E01000285,7.48,5.73,7.66
E01000286,16.96,12.38,7
E01000287,9.31,6.54,7.26
E01000288,6.04,5.29,11.72
E01000289,14.42,9.72,6.16
E01000290,17.3,12.35,12.29
E01000291,17.13,9.52,7.35
E01000292,21.33,10.74,10.53
E01000293,15.01,11.78,11.32
E01000294,17.76,10.37,10.84
E01000295,11.57,12.27,9.04
E01000296,13.41,8.32,5.55
E01000297,12.74,6.25,5.84
E01000298,8.37,10.96,7.43
E01000299,12.96,13.17,4.22
E01000300,8.99,6.73,7.74
E01000301,10.51,7.75,15.89
E01000302,11.1,7.22,4.43
E01000303,7.45,6.46,12.93
E01000304,13.53,11.5,7.22
E01000305,17.18,8.46,6.49
E01000306,14.81,7.94,7.58
E01000307,3.21,12.95,5.64
E01000308,28.71,14.86,7.87
E01000309,20.51,16.29,13.71
E01000310,16.02,15.87,8.93
E01000311,22.82,36.94,22.03
E01000312,20.54,11.7,8.02
E01000313,15.04,12.36,6.22
E01000314,24.48,16.28,14.75
E01000315,3.1,3.97,6.09
E01000316,15.17,14.31,4.83
E01000317,13.08,8.56,8.02
E01000318,7.3,6.21,10.98
E01000319,8.19,8.97,9.82
E01000320,7.37,7.42,10.66
E01000321,17.63,11.6,6.63
E01000322,8.19,10.58,5.49
E01000323,21.9,11,6.03
E01000324,6.67,8.19,11.26
E01000325,4.45,4.25,11.88
E01000326,3.04,4.3,5.88
E01000327,7.36,6.72,10.35
E01000328,8.89,8.68,10.88
E01000329,6.87,4.85,9.51
E01000330,18.04,10.63,7.12
E01000331,3.6,4.96,6.94
E01000332,15.84,7.73,8.31
E01000333,20.91,13.88,8.13
E01000334,9.95,11.8,7.75
E01000335,3.45,4.6,2.21
E01000336,25.27,16,6.37
E01000337,14.13,7.05,6.51
E01000338,10.74,12.33,6.47
E01000339,6.44,6.8,9.92
E01000340,8.67,7.71,8.58
E01000341,8.15,8,9.78
E01000342,10.17,8.36,7.23
E01000343,7.67,5.83,8.3
E01000344,5.72,6.05,9.06
E01000345,4.84,5.64,11.44
E01000346,4.16,4.59,8.17
E01000347,10.54,6.28,5.67
E01000348,5.96,7.09,17.31
E01000349,5.01,6.24,14.44
E01000350,3.48,4.22,7.87
E01000351,4.38,5.29,7.24
E01000352,9.06,7.85,9.15
E01000353,4.01,5.5,9.17
E01000354,5.84,5.69,7.69
E01000355,3.98,5.28,8.55
E01000356,4.9,7.52,11.35
E01000357,3.19,4.67,8.62
E01000358,4.8,5.04,8.23
E01000359,6.17,4.87,11.91
E01000360,8.76,8.83,8.25
E01000361,6.73,8.02,10.9
E01000362,8.82,6.64,9.04
E01000363,10.09,11.49,12.08
E01000364,13.18,9.87,9.96
E01000365,11.54,7.26,7.23
E01000366,7.47,8.78,8.45
E01000367,17.28,16.1,9.46
E01000368,3.4,4.56,4.8
E01000369,5.41,6.25,8.41
E01000370,7.57,7.97,8.89
E01000371,3.29,5.47,8.36
E01000372,1.22,1.56,4.62
E01000373,18.17,13.52,4.03
E01000374,2.71,3.4,6.96
E01000375,17.76,11.22,10.4
E01000376,5.48,5.69,6.44
E01000377,7.42,6.55,6.74
E01000378,15.24,13.09,6.01
E01000379,8.26,9.22,8.18
E01000380,26.37,11,7.78
E01000381,6.73,7.09,7.8
E01000382,4.85,4.89,13.04
E01000383,7.59,7.48,9.7
E01000384,18.47,10.98,9.48
E01000385,5.37,5.82,5.78
E01000386,15.12,7.21,5.86
E01000387,6.67,6.93,8.87
E01000388,5.39,6.27,9.14
E01000389,12.33,11.68,13.04
E01000390,6.62,7.75,12.45
E01000391,3.8,4.56,7.07
E01000392,23.05,9.71,7.35
E01000393,3.84,6.2,6.44
E01000394,8.93,7.65,9.17
E01000395,2.75,4.01,12.04
E01000396,3.69,4.61,9.12
E01000398,4.3,6.6,6.67
E01000399,5.46,5.1,9.61
E01000400,9.03,6.39,8.37
E01000401,13.21,8.85,8.37
E01000402,4.15,4.61,5.83
E01000403,21.91,13.73,9.39
E01000404,35.67,16.42,5.31
E01000405,10.78,12.3,5.37
E01000406,7.67,17.67,4.76
E01000407,17.73,14.07,11.84
E01000408,2.9,12.1,4.93
E01000409,3.44,4.32,9.53
E01000410,4.13,7.39,8.08
E01000411,3.06,4.78,7.41
E01000412,5.24,6.28,8.34
E01000413,6.88,7.72,7.88
E01000414,15.82,8.37,9.6
E01000415,3.75,4.67,11.45
E01000416,8.11,7.71,9.54
E01000417,26.98,11.21,10.14
E01000418,15.24,8.67,6.62
E01000419,4.81,5.37,8.2
E01000420,7.57,6.34,9.93
E01000421,3.42,4.77,9.04
E01000422,6.92,4.68,3.05
E01000423,6.07,6.67,15.71
E01000424,25.2,15.62,13.97
E01000425,11.4,8.98,13.33
E01000426,13.83,7.12,9.64
E01000427,27.91,12.43,9.66
E01000428,21.95,12.62,7.03
E01000429,38.22,13.6,4.62
E01000430,8.09,3.94,5.6
E01000431,23.59,11.28,4.76
E01000432,4.13,5.39,6
E01000433,16.44,8.99,5.72
E01000434,17.54,5.72,5.3
E01000435,14.53,7.84,6.67
E01000436,4.41,5.25,9.53
E01000437,3.49,4.47,7.39
E01000438,3.26,4.55,6.48
E01000439,4.76,7.19,6.66
E01000440,3.93,4.85,8.72
E01000441,20.7,10.08,5
E01000442,4.86,5.73,9.29
E01000443,3.25,4.28,6.98
E01000444,11.12,13.4,15.49
E01000445,5.78,6.86,11.81
E01000446,3.07,4.61,6.8
E01000447,19.91,11.72,9.86
E01000448,6.67,9.39,13.99
E01000449,11.81,8.24,12.72
E01000450,2.17,3.21,8.78
E01000451,4.4,4.81,7.39
E01000452,2.63,3.38,6.48
E01000453,5.58,5.77,8.21
E01000454,3.18,4.33,5.59
E01000455,5.47,8.61,6.85
E01000456,3.33,4.09,6.57
E01000457,24.62,14.31,8.72
E01000458,15.43,9.97,11.89
E01000459,26.81,13.53,10.74
E01000460,8.61,7.4,8.46
E01000461,3.48,4.51,11.57
E01000462,19.23,13.28,8.98
E01000463,3.74,4.51,8.39
E01000464,3.3,3.19,3.91
E01000465,11.27,7.73,4.59
E01000466,10.63,6.74,5.45
E01000467,16.32,10.43,6.06
E01000468,16.64,7.84,5.7
E01000469,5.12,4.85,5.46
E01000470,8.25,3.4,2.36
E01000471,4.23,4.42,6.35
E01000472,14.69,5.15,3.89
E01000473,25.55,17.54,9.78
E01000474,4.71,4.68,7.21
E01000475,25.12,12.43,7.86
E01000476,5.34,4.7,6.82
E01000477,5.92,4.49,5.55
E01000478,15.23,10.41,7.87
E01000479,13.33,16.37,18.43
E01000480,25.09,25.32,25.16
E01000481,22.09,19.65,10.1
E01000482,24.88,15.62,6.61
E01000483,15.5,8.8,5.39
E01000484,11.79,9.13,7.63
E01000485,2.73,3.21,7.97
E01000486,6.98,6.61,8.54
E01000487,21.28,13.11,9.51
E01000488,16.14,13.27,11.06
E01000489,19.07,12.5,14.13
E01000490,19.33,13.32,8.5
E01000491,26.89,14.77,12.41
E01000492,12.65,10.32,12.11
E01000493,9.09,7.76,14.4
E01000494,26.44,16.75,9.67
E01000495,20.27,9.55,5.93
E01000497,11.1,13.2,9.62
E01000498,3.93,12.41,5
E01000499,11.31,7.77,8.34
E01000501,26.28,10.08,7.31
E01000502,19.68,11.39,10.53
E01000503,16.82,7.74,10.88
E01000504,14.18,9.38,9.05
E01000505,5.56,5.17,12.01
E01000506,16.3,6.17,4.36
E01000507,10.43,7.8,15.24
E01000508,21.78,12.34,6.74
E01000509,8.62,11.54,6.54
E01000510,11.04,8.6,9.08
E01000511,9.51,6.94,11.93
E01000512,9.12,9.35,7.92
E01000513,3.82,5.35,6.6
E01000514,0.8,0.95,5.47
E01000515,19.38,10.95,7.75
E01000516,11.06,8.51,9.06
E01000517,7.23,6.89,13.25
E01000518,14.29,7.6,6.6
E01000519,14.26,10.41,6.87
E01000520,22.45,9.89,9.28
E01000521,17.38,12.4,4.83
E01000522,19.43,10.91,7.39
E01000523,14.67,11.45,6.42
E01000524,24.83,14.91,5.52
E01000525,18.67,12.59,6.33
E01000526,18.05,10.58,6.17
E01000527,12.06,9.17,5.76
E01000528,22.17,10.58,6.59
E01000530,13.34,9.14,8.37
E01000531,19.55,9.39,6.05
E01000532,12.95,9.71,6.76
E01000533,18.13,14.02,4.97
E01000534,13.8,10.16,10.44
E01000535,14.47,11.77,6.84
E01000536,11.43,9.81,12.48
E01000538,14.22,15.13,25.24
E01000539,22.24,10.62,14.21
E01000540,15.22,16.06,21.88
E01000541,10.08,7.78,10.32
E01000543,14.17,9.83,10.39
E01000544,20.78,17.36,6.67
E01000545,18.17,17.98,5.57
E01000546,14.71,15.01,7.38
E01000547,13.34,10.55,6.36
E01000548,19.26,11.67,7.01
E01000549,16.48,11.25,7.9
E01000550,26.29,10.75,5.12
E01000551,3.24,1.82,2.6
E01000552,34.66,24.78,6.35
E01000553,12.47,10.12,6.64
E01000554,21.02,11.63,7.23
E01000555,15.35,11.07,12.73
E01000556,13.59,22.27,4.14
E01000557,17.45,15.44,6.93
E01000558,16.31,13.09,10.24
E01000559,24.93,10.73,6.4
E01000560,17.07,14.95,8.93
E01000561,26.78,15.08,7.91
E01000562,22.19,23.42,21.21
E01000563,7.82,7.09,16.54
E01000564,12.04,7.52,9.89
E01000565,10.29,9.12,12.06
E01000566,4.61,4.84,11.5
E01000567,13.94,10.22,8.79
E01000568,32.13,19.15,9.07
E01000569,4.52,5.64,10.68
E01000570,7.92,7.81,9.6
E01000571,8.75,6.1,16.94
